symbol,sector,rs_score,close_price,sma_30,volume_ratio,relative_strength,above_30w_ma,ma_trending_up,volume_surge,breakout_occurred,positive_rs,sustained_breakout,entry_type,obv_rising,healthy_pattern,resistance_level,market_favorable,date,screening_date
CHAT,,90.22,49.90999984741211,40.990199915568034,2.015259428405734,1.0297979347295756,True,True,True,True,True,True,A형,True,True,48.68274898529052,True,67,2025-07-30
CCEC,Industrials,90.09,24.229999542236328,20.020666631062827,2.2904472667034788,1.0273500923432897,True,True,True,True,True,True,A형,True,True,23.588499927520747,True,66,2025-07-30
AIP,Technology,90.07,9.6899995803833,8.651333300272624,3.514382027296866,1.1310271617709282,True,True,True,True,True,True,A형,True,True,9.604499673843383,True,64,2025-07-30
COUR,Consumer Defensive,89.83,12.369999885559082,8.25133334795634,3.7845006435277155,1.3941830312285335,True,True,True,True,True,True,A형,True,True,11.865499782562255,True,68,2025-07-30
ALAI,,89.54,30.625,26.316900062561036,6.548545775825016,1.0218735245240114,True,True,True,True,True,True,A형,True,True,30.599499130249022,True,63,2025-07-30
GAMR,,89.1,84.53700256347656,70.35200030008951,2.2089656549520766,1.0218733972518972,True,True,True,True,True,True,A형,True,True,83.13924942016601,True,64,2025-07-30
SPTN,Consumer Defensive,88.75,26.51000022888184,19.349333381652833,7.635084489169381,1.4524151319160583,True,True,True,True,True,True,A형,True,True,25.355500507354733,True,64,2025-07-30
WNS,Technology,88.27,74.69999694824219,58.22100003560384,8.522574151260399,1.1457025573979873,True,True,True,True,True,True,A형,True,True,71.33549652099609,True,66,2025-07-30
CNEQ,,88.07,29.350000381469727,25.752966499328615,2.9792048691038198,1.0163139255758376,True,True,True,True,True,True,A형,True,True,29.298000144958493,True,64,2025-07-30
BPAY,,87.82,33.42900085449219,27.39506664276123,3.2270457164809834,1.0414818562479138,True,True,True,True,True,True,A형,True,True,32.413998985290526,True,67,2025-07-30
KEMQ,,87.54,22.78199958801269,19.327866554260254,3.887889514303952,1.0286371344560543,True,True,True,True,True,True,A형,True,True,22.21099920272827,True,67,2025-07-30
FCA,,87.51,25.88999938964844,21.626000086466473,7.695984703632887,1.0266962227847136,True,True,True,True,True,True,A형,True,True,25.39349956512451,True,68,2025-07-30
MAKX,,86.93,49.75400161743164,40.34266688028971,2.237762237762238,1.0454873853294477,True,True,True,True,True,True,A형,True,True,47.9882999420166,True,67,2025-07-30
SIXG,,86.13,53.959999084472656,46.80533332824707,2.9408550170246754,1.016085759873698,True,True,True,True,True,True,A형,True,True,52.03150043487548,True,65,2025-07-30
AIR,Industrials,86.01,83.63999938964844,64.21866594950357,2.786718006114501,1.110532283777959,True,True,True,True,True,True,A형,True,True,82.10850028991699,True,67,2025-07-30
AFK,,85.63,21.56999969482422,17.998333231608072,2.1039331293597887,1.0151785258490287,True,True,True,True,True,True,A형,True,True,20.776500797271726,True,68,2025-07-30
GCAD,,85.29,42.3129997253418,36.31389993031819,2.8632175761871013,1.0142639722131104,True,True,True,True,True,True,A형,True,True,42.20850028991699,True,66,2025-07-30
MISL,,85.21,39.43999862670898,32.4792999903361,2.034435497687168,1.035706463425508,True,True,True,True,True,True,A형,True,True,37.81950130462646,True,67,2025-07-30
