symbol,cond1,cond2,cond3,cond4,cond5,cond6,cond7,met_count,rs_score,cond8
TRVI,True,True,True,True,True,True,True,8,95.84,True
SMDD,True,True,True,True,True,True,True,8,95.78,True
CKPT,True,True,True,True,True,True,True,8,95.76,True
DFEN,True,True,True,True,True,True,True,8,95.74,True
TVRD,True,True,True,True,True,True,True,8,95.73,True
PMEC,True,True,True,True,True,True,True,8,95.7,True
COE,True,True,True,True,True,True,True,8,95.63,True
VST,True,True,True,True,True,True,True,8,95.62,True
OWLT,True,True,True,True,True,True,True,8,95.6,True
FEIM,True,True,True,True,True,True,True,8,95.59,True
OLO,True,True,True,True,True,True,True,8,95.56,True
EPRX,True,True,True,True,True,True,True,8,95.55,True
ESLT,True,True,True,True,True,True,True,8,95.53,True
COOP,True,True,True,True,True,True,True,8,95.48,True
RSI,True,True,True,True,True,True,True,8,95.47,True
ALNT,True,True,True,True,True,True,True,8,95.42,True
PPIH,True,True,True,True,True,True,True,8,95.41,True
RAY,True,True,True,True,True,True,True,8,95.37,True
RMNI,True,True,True,True,True,True,True,8,95.35,True
SCC,True,True,True,True,True,True,True,8,95.34,True
EVEX,True,True,True,True,True,True,True,8,95.33,True
CMCL,True,True,True,True,True,True,True,8,95.31,True
MGIC,True,True,True,True,True,True,True,8,95.27,True
SEDG,True,True,True,True,True,True,True,8,95.26,True
MGNI,True,True,True,True,True,True,True,8,95.25,True
ESP,True,True,True,True,True,True,True,8,95.24,True
SEI,True,True,True,True,True,True,True,8,95.21,True
GHM,True,True,True,True,True,True,True,8,95.19,True
ATRO,True,True,True,True,True,True,True,8,95.17,True
CLBR,True,True,True,True,True,True,True,8,95.16,True
WILC,True,True,True,True,True,True,True,8,95.12,True
DB,True,True,True,True,True,True,True,8,95.09,True
IRTC,True,True,True,True,True,True,True,8,95.08,True
TBMCR,True,True,True,True,True,True,True,8,95.07,True
QD,True,True,True,True,True,True,True,8,95.05,True
KEN,True,True,True,True,True,True,True,8,94.98,True
KEP,True,True,True,True,True,True,True,8,94.97,True
MIND,True,True,True,True,True,True,True,8,94.96,True
FUTU,True,True,True,True,True,True,True,8,94.95,True
STX,True,True,True,True,True,True,True,8,94.86,True
JBL,True,True,True,True,True,True,True,8,94.8,True
TMQ,True,True,True,True,True,True,True,8,94.79,True
URBN,True,True,True,True,True,True,True,8,94.76,True
FIVE,True,True,True,True,True,True,True,8,94.7,True
RYTM,True,True,True,True,True,True,True,8,94.67,True
IH,True,True,True,True,True,True,True,8,94.65,True
CPS,True,True,True,True,True,True,True,8,94.62,True
TME,True,True,True,True,True,True,True,8,94.58,True
RDUS,True,True,True,True,True,True,True,8,94.53,True
CVAC,True,True,True,True,True,True,True,8,94.48,True
SLSR,True,True,True,True,True,True,True,8,94.4,True
DXPE,True,True,True,True,True,True,True,8,94.36,True
SIJ,True,True,True,True,True,True,True,8,94.34,True
ARKW,True,True,True,True,True,True,True,8,94.32,True
ALNY,True,True,True,True,True,True,True,8,94.28,True
TPB,True,True,True,True,True,True,True,8,94.27,True
AHR,True,True,True,True,True,True,True,8,94.26,True
HNRG,True,True,True,True,True,True,True,8,94.17,True
XERS,True,True,True,True,True,True,True,8,94.16,True
HWM,True,True,True,True,True,True,True,8,94.12,True
FRHC,True,True,True,True,True,True,True,8,94.11,True
ARMN,True,True,True,True,True,True,True,8,94.1,True
ENLT,True,True,True,True,True,True,True,8,94.08,True
BBIO,True,True,True,True,True,True,True,8,94.07,True
REVG,True,True,True,True,True,True,True,8,94.03,True
HEES,True,True,True,True,True,True,True,8,94.02,True
DASH,True,True,True,True,True,True,True,8,94.01,True
TATT,True,True,True,True,True,True,True,8,94.0,True
AVGO,True,True,True,True,True,True,True,8,93.95,True
EMX,True,True,True,True,True,True,True,8,93.91,True
GHLD,True,True,True,True,True,True,True,8,93.9,True
YALA,True,True,True,True,True,True,True,8,93.87,True
IDCC,True,True,True,True,True,True,True,8,93.84,True
AFRM,True,True,True,True,True,True,True,8,93.82,True
ACMR,True,True,True,True,True,True,True,8,93.8,True
TGB,True,True,True,True,True,True,True,8,93.79,True
DHX,True,True,True,True,True,True,True,8,93.78,True
PZG,True,True,True,True,True,True,True,8,93.77,True
UI,True,True,True,True,True,True,True,8,93.72,True
NEXT,True,True,True,True,True,True,True,8,93.71,True
ARKF,True,True,True,True,True,True,True,8,93.7,True
SAN,True,True,True,True,True,True,True,8,93.68,True
COUR,True,True,True,True,True,True,True,8,93.67,True
INSM,True,True,True,True,True,True,True,8,93.65,True
AU,True,True,True,True,True,True,True,8,93.64,True
AAMI,True,True,True,True,True,True,True,8,93.63,True
WBD,True,True,True,True,True,True,True,8,93.62,True
KORU,True,True,True,True,True,True,True,8,93.6,True
RCL,True,True,True,True,True,True,True,8,93.56,True
ATEC,True,True,True,True,True,True,True,8,93.5,True
LTM,True,True,True,True,True,True,True,8,93.44,True
FBL,True,True,True,True,True,True,True,8,93.42,True
WWD,True,True,True,True,True,True,True,8,93.38,True
LINC,True,True,True,True,True,True,True,8,93.37,True
SLNO,True,True,True,True,True,True,True,8,93.36,True
SMCI,True,True,True,True,True,True,True,8,93.35,True
ERJ,True,True,True,True,True,True,True,8,93.31,True
BOSC,True,True,True,True,True,True,True,8,93.19,True
ILPT,True,True,True,True,True,True,True,8,93.16,True
CW,True,True,True,True,True,True,True,8,93.1,True
ACAD,True,True,True,True,True,True,True,8,93.07,True
SOC,True,True,True,True,True,True,True,8,93.01,True
WF,True,True,True,True,True,True,True,8,93.0,True
DY,True,True,True,True,True,True,True,8,92.98,True
SENEB,True,True,True,True,True,True,True,8,92.96,True
AVXL,True,True,True,True,True,True,True,8,92.95,True
APH,True,True,True,True,True,True,True,8,92.87,True
METU,True,True,True,True,True,True,True,8,92.85,True
DCO,True,True,True,True,True,True,True,8,92.84,True
BTFX,True,True,True,True,True,True,True,8,92.8,True
DLTR,True,True,True,True,True,True,True,8,92.77,True
ATAT,True,True,True,True,True,True,True,8,92.76,True
BBVA,True,True,True,True,True,True,True,8,92.74,True
BTCL,True,True,True,True,True,True,True,8,92.73,True
EBAY,True,True,True,True,True,True,True,8,92.7,True
SANM,True,True,True,True,True,True,True,8,92.69,True
SHLD,True,True,True,True,True,True,True,8,92.64,True
APEI,True,True,True,True,True,True,True,8,92.63,True
SENEA,True,True,True,True,True,True,True,8,92.54,True
SSBI,True,True,True,True,True,True,True,8,92.51,True
NUKZ,True,True,True,True,True,True,True,8,92.5,True
TOST,True,True,True,True,True,True,True,8,92.48,True
PPTA,True,True,True,True,True,True,True,8,92.47,True
SII,True,True,True,True,True,True,True,8,92.45,True
BH,True,True,True,True,True,True,True,8,92.44,True
ARKX,True,True,True,True,True,True,True,8,92.4,True
CX,True,True,True,True,True,True,True,8,92.39,True
SAND,True,True,True,True,True,True,True,8,92.36,True
GE,True,True,True,True,True,True,True,8,92.34,True
KGC,True,True,True,True,True,True,True,8,92.32,True
PBI,True,True,True,True,True,True,True,8,92.21,True
PRA,True,True,True,True,True,True,True,8,92.2,True
AAME,True,True,True,True,True,True,True,8,92.19,True
X,True,True,True,True,True,True,True,8,92.18,True
TIGO,True,True,True,True,True,True,True,8,92.16,True
BTI,True,True,True,True,True,True,True,8,92.09,True
ZDGE,True,True,True,True,True,True,True,8,92.05,True
CEG,True,True,True,True,True,True,True,8,92.03,True
AIBU,True,True,True,True,True,True,True,8,91.96,True
UFO,True,True,True,True,True,True,True,8,91.92,True
CALX,True,True,True,True,True,True,True,8,91.83,True
VIK,True,True,True,True,True,True,True,8,91.79,True
GFI,True,True,True,True,True,True,True,8,91.76,True
ARKK,True,True,True,True,True,True,True,8,91.75,True
BITU,True,True,True,True,True,True,True,8,91.74,True
ARKQ,True,True,True,True,True,True,True,8,91.71,True
BPMC,True,True,True,True,True,True,True,8,91.69,True
LLYVK,True,True,True,True,True,True,True,8,91.68,True
BWMN,True,True,True,True,True,True,True,8,91.67,True
U,True,True,True,True,True,True,True,8,91.65,True
VEON,True,True,True,True,True,True,True,8,91.62,True
GTX,True,True,True,True,True,True,True,8,91.57,True
FLEX,True,True,True,True,True,True,True,8,91.53,True
OR,True,True,True,True,True,True,True,8,91.51,True
BASE,True,True,True,True,True,True,True,8,91.5,True
ONC,True,True,True,True,True,True,True,8,91.48,True
MKTW,True,True,True,True,True,True,True,8,91.47,True
VSEC,True,True,True,True,True,True,True,8,91.42,True
WDH,True,True,True,True,True,True,True,8,91.41,True
RMBS,True,True,True,True,True,True,True,8,91.39,True
OMAB,True,True,True,True,True,True,True,8,91.38,True
LLYVA,True,True,True,True,True,True,True,8,91.37,True
ZLAB,True,True,True,True,True,True,True,8,91.36,True
BHST,True,True,True,True,True,True,True,8,91.35,True
SHOP,True,True,True,True,True,True,True,8,91.34,True
RL,True,True,True,True,True,True,True,8,91.33,True
HDSN,True,True,True,True,True,True,True,8,91.28,True
NYC,True,True,True,True,True,True,True,8,91.26,True
GENI,True,True,True,True,True,True,True,8,91.22,True
PSIL,True,True,True,True,True,True,True,8,91.21,True
ESE,True,True,True,True,True,True,True,8,91.2,True
CELH,True,True,True,True,True,True,True,8,91.19,True
SNEX,True,True,True,True,True,True,True,8,91.18,True
GREK,True,True,True,True,True,True,True,8,91.17,True
SWAG,True,True,True,True,True,True,True,8,91.16,True
C,True,True,True,True,True,True,True,8,91.15,True
BCS,True,True,True,True,True,True,True,8,91.13,True
SPRX,True,True,True,True,True,True,True,8,91.11,True
CHEF,True,True,True,True,True,True,True,8,91.07,True
NG,True,True,True,True,True,True,True,8,91.06,True
FSS,True,True,True,True,True,True,True,8,91.03,True
RYAAY,True,True,True,True,True,True,True,8,91.02,True
LYG,True,True,True,True,True,True,True,8,91.01,True
HODL,True,True,True,True,True,True,True,8,90.98,True
BRRR,True,True,True,True,True,True,True,8,90.94,True
EZBC,True,True,True,True,True,True,True,8,90.93,True
BITB,True,True,True,True,True,True,True,8,90.92,True
FBTC,True,True,True,True,True,True,True,8,90.91,True
BTCW,True,True,True,True,True,True,True,8,90.9,True
IMMX,True,True,True,True,True,True,True,8,90.89,True
BTCO,True,True,True,True,True,True,True,8,90.88,True
BTC,True,True,True,True,True,True,True,8,90.87,True
IBIT,True,True,True,True,True,True,True,8,90.85,True
SXT,True,True,True,True,True,True,True,8,90.83,True
GLW,True,True,True,True,True,True,True,8,90.82,True
CCLDO,True,True,True,True,True,True,True,8,90.78,True
BLOK,True,True,True,True,True,True,True,8,90.73,True
MYRG,True,True,True,True,True,True,True,8,90.71,True
DEFI,True,True,True,True,True,True,True,8,90.69,True
TEL,True,True,True,True,True,True,True,8,90.68,True
SPTN,True,True,True,True,True,True,True,8,90.66,True
BITX,True,True,True,True,True,True,True,8,90.65,True
MTZ,True,True,True,True,True,True,True,8,90.63,True
SIMO,True,True,True,True,True,True,True,8,90.62,True
GBTC,True,True,True,True,True,True,True,8,90.61,True
TGI,True,True,True,True,True,True,True,8,90.59,True
OLLI,True,True,True,True,True,True,True,8,90.58,True
PUK,True,True,True,True,True,True,True,8,90.54,True
PLTM,True,True,True,True,True,True,True,8,90.53,True
WPM,True,True,True,True,True,True,True,8,90.52,True
PPLT,True,True,True,True,True,True,True,8,90.51,True
CAKE,True,True,True,True,True,True,True,8,90.5,True
WOR,True,True,True,True,True,True,True,8,90.43,True
BWEB,True,True,True,True,True,True,True,8,90.42,True
VNM,True,True,True,True,True,True,True,8,90.41,True
DGP,True,True,True,True,True,True,True,8,90.4,True
AEM,True,True,True,True,True,True,True,8,90.39,True
JCI,True,True,True,True,True,True,True,8,90.38,True
SGDM,True,True,True,True,True,True,True,8,90.36,True
FNGO,True,True,True,True,True,True,True,8,90.32,True
KAR,True,True,True,True,True,True,True,8,90.29,True
BUZZ,True,True,True,True,True,True,True,8,90.27,True
CHN,True,True,True,True,True,True,True,8,90.24,True
AIRT,True,True,True,True,True,True,True,8,90.19,True
GEL,True,True,True,True,True,True,True,8,90.18,True
LQDA,True,True,True,True,True,True,True,8,90.14,True
ALAI,True,True,True,True,True,True,True,8,90.08,True
ECNS,True,True,True,True,True,True,True,8,90.06,True
AWI,True,True,True,True,True,True,True,8,90.03,True
NVNO,True,True,True,True,True,True,True,8,89.99,True
JOYY,True,True,True,True,True,True,True,8,89.94,True
WNS,True,True,True,True,True,True,True,8,89.93,True
GAMR,True,True,True,True,True,True,True,8,89.92,True
ULS,True,True,True,True,True,True,True,8,89.9,True
ULTA,True,True,True,True,True,True,True,8,89.89,True
FNGG,True,True,True,True,True,True,True,8,89.88,True
WEBL,True,True,True,True,True,True,True,8,89.86,True
KNSA,True,True,True,True,True,True,True,8,89.84,True
TRMB,True,True,True,True,True,True,True,8,89.8,True
CHAT,True,True,True,True,True,True,True,8,89.75,True
NCSM,True,True,True,True,True,True,True,8,89.74,True
USFD,True,True,True,True,True,True,True,8,89.73,True
KURE,True,True,True,True,True,True,True,8,89.71,True
CYBR,True,True,True,True,True,True,True,8,89.69,True
HEI,True,True,True,True,True,True,True,8,89.63,True
ATFV,True,True,True,True,True,True,True,8,89.62,True
CIEN,True,True,True,True,True,True,True,8,89.61,True
BNGE,True,True,True,True,True,True,True,8,89.56,True
NEM,True,True,True,True,True,True,True,8,89.54,True
PLYA,True,True,True,True,True,True,True,8,89.52,True
ROK,True,True,True,True,True,True,True,8,89.51,True
WRBY,True,True,True,True,True,True,True,8,89.49,True
VSTA,True,True,True,True,True,True,True,8,89.47,True
CAE,True,True,True,True,True,True,True,8,89.43,True
PGEN,True,True,True,True,True,True,True,8,89.4,True
META,True,True,True,True,True,True,True,8,89.38,True
AMRN,True,True,True,True,True,True,True,8,89.36,True
BK,True,True,True,True,True,True,True,8,89.3,True
NPO,True,True,True,True,True,True,True,8,89.29,True
NTRS,True,True,True,True,True,True,True,8,89.25,True
XAR,True,True,True,True,True,True,True,8,89.23,True
TDS,True,True,True,True,True,True,True,8,89.16,True
RILYK,True,True,True,True,True,True,True,8,89.15,True
UTES,True,True,True,True,True,True,True,8,89.12,True
FOSLL,True,True,True,True,True,True,True,8,89.06,True
ITA,True,True,True,True,True,True,True,8,89.04,True
VEEV,True,True,True,True,True,True,True,8,89.03,True
FLUT,True,True,True,True,True,True,True,8,89.0,True
RING,True,True,True,True,True,True,True,8,88.99,True
GS,True,True,True,True,True,True,True,8,88.96,True
TSM,True,True,True,True,True,True,True,8,88.95,True
CNEQ,True,True,True,True,True,True,True,8,88.9,True
ESPO,True,True,True,True,True,True,True,8,88.88,True
VNAM,True,True,True,True,True,True,True,8,88.85,True
GILT,True,True,True,True,True,True,True,8,88.82,True
PTGX,True,True,True,True,True,True,True,8,88.78,True
SPNT,True,True,True,True,True,True,True,8,88.77,True
METV,True,True,True,True,True,True,True,8,88.74,True
STN,True,True,True,True,True,True,True,8,88.73,True
MCRI,True,True,True,True,True,True,True,8,88.71,True
LANV,True,True,True,True,True,True,True,8,88.65,True
FPX,True,True,True,True,True,True,True,8,88.64,True
TRFK,True,True,True,True,True,True,True,8,88.62,True
MRCY,True,True,True,True,True,True,True,8,88.6,True
PINS,True,True,True,True,True,True,True,8,88.59,True
GSIB,True,True,True,True,True,True,True,8,88.57,True
SGI,True,True,True,True,True,True,True,8,88.49,True
BAP,True,True,True,True,True,True,True,8,88.48,True
OND,True,True,True,True,True,True,True,8,88.44,True
ODDS,True,True,True,True,True,True,True,8,88.42,True
GTES,True,True,True,True,True,True,True,8,88.4,True
NVMI,True,True,True,True,True,True,True,8,88.39,True
PHAR,True,True,True,True,True,True,True,8,88.37,True
BTRN,True,True,True,True,True,True,True,8,88.33,True
PWRD,True,True,True,True,True,True,True,8,88.32,True
QTUM,True,True,True,True,True,True,True,8,88.31,True
FHI,True,True,True,True,True,True,True,8,88.3,True
IRMD,True,True,True,True,True,True,True,8,88.29,True
AZZ,True,True,True,True,True,True,True,8,88.28,True
BWFG,True,True,True,True,True,True,True,8,88.27,True
BA,True,True,True,True,True,True,True,8,88.26,True
ZK,True,True,True,True,True,True,True,8,88.24,True
UGI,True,True,True,True,True,True,True,8,88.22,True
ROKT,True,True,True,True,True,True,True,8,88.18,True
NDAQ,True,True,True,True,True,True,True,8,88.17,True
CTBB,True,True,True,True,True,True,True,8,88.16,True
ZG,True,True,True,True,True,True,True,8,88.15,True
SCHW,True,True,True,True,True,True,True,8,88.13,True
LAUR,True,True,True,True,True,True,True,8,88.11,True
TPTA,True,True,True,True,True,True,True,8,88.1,True
RBC,True,True,True,True,True,True,True,8,88.09,True
NFG,True,True,True,True,True,True,True,8,88.07,True
RTX,True,True,True,True,True,True,True,8,88.04,True
TMAT,True,True,True,True,True,True,True,8,88.01,True
ITRN,True,True,True,True,True,True,True,8,87.99,True
PFGC,True,True,True,True,True,True,True,8,87.98,True
EM,True,True,True,True,True,True,True,8,87.97,True
BPAY,True,True,True,True,True,True,True,8,87.95,True
RBKB,True,True,True,True,True,True,True,8,87.93,True
MGYR,True,True,True,True,True,True,True,8,87.91,True
TIMB,True,True,True,True,True,True,True,8,87.89,True
MTW,True,True,True,True,True,True,True,8,87.86,True
WTS,True,True,True,True,True,True,True,8,87.81,True
PJT,True,True,True,True,True,True,True,8,87.8,True
EWP,True,True,True,True,True,True,True,8,87.78,True
RNW,True,True,True,True,True,True,True,8,87.75,True
EIS,True,True,True,True,True,True,True,8,87.72,True
GDX,True,True,True,True,True,True,True,8,87.68,True
BETZ,True,True,True,True,True,True,True,8,87.65,True
KF,True,True,True,True,True,True,True,8,87.64,True
IZRL,True,True,True,True,True,True,True,8,87.55,True
IDR,True,True,True,True,True,True,True,8,87.53,True
VIV,True,True,True,True,True,True,True,8,87.52,True
ELLO,True,True,True,True,True,True,True,8,87.48,True
INTU,True,True,True,True,True,True,True,8,87.46,True
FCA,True,True,True,True,True,True,True,8,87.4,True
SOCL,True,True,True,True,True,True,True,8,87.39,True
NEU,True,True,True,True,True,True,True,8,87.36,True
CASY,True,True,True,True,True,True,True,8,87.33,True
VIRT,True,True,True,True,True,True,True,8,87.28,True
OPY,True,True,True,True,True,True,True,8,87.22,True
CSGP,True,True,True,True,True,True,True,8,87.2,True
EPOL,True,True,True,True,True,True,True,8,87.19,True
ING,True,True,True,True,True,True,True,8,87.17,True
UAN,True,True,True,True,True,True,True,8,87.16,True
EWO,True,True,True,True,True,True,True,8,87.15,True
AGQ,True,True,True,True,True,True,True,8,87.14,True
BZ,True,True,True,True,True,True,True,8,87.12,True
GSL,True,True,True,True,True,True,True,8,87.1,True
BKD,True,True,True,True,True,True,True,8,87.09,True
LOUP,True,True,True,True,True,True,True,8,87.07,True
MOMO,True,True,True,True,True,True,True,8,87.02,True
DAIO,True,True,True,True,True,True,True,8,86.95,True
PENG,True,True,True,True,True,True,True,8,86.94,True
CSV,True,True,True,True,True,True,True,8,86.91,True
GL,True,True,True,True,True,True,True,8,86.84,True
KEMQ,True,True,True,True,True,True,True,8,86.83,True
MSFT,True,True,True,True,True,True,True,8,86.8,True
MAKX,True,True,True,True,True,True,True,8,86.77,True
SPPP,True,True,True,True,True,True,True,8,86.71,True
WELL,True,True,True,True,True,True,True,8,86.69,True
GILD,True,True,True,True,True,True,True,8,86.65,True
RPRX,True,True,True,True,True,True,True,8,86.63,True
FOXA,True,True,True,True,True,True,True,8,86.59,True
ETR,True,True,True,True,True,True,True,8,86.58,True
FFIV,True,True,True,True,True,True,True,8,86.57,True
BVN,True,True,True,True,True,True,True,8,86.54,True
FTI,True,True,True,True,True,True,True,8,86.51,True
MISL,True,True,True,True,True,True,True,8,86.49,True
PPA,True,True,True,True,True,True,True,8,86.48,True
PRLB,True,True,True,True,True,True,True,8,86.47,True
MGTX,True,True,True,True,True,True,True,8,86.45,True
KLAC,True,True,True,True,True,True,True,8,86.36,True
MFG,True,True,True,True,True,True,True,8,86.3,True
AFK,True,True,True,True,True,True,True,8,86.29,True
IAI,True,True,True,True,True,True,True,8,86.28,True
TGS,True,True,True,True,True,True,True,8,86.2,True
EGO,True,True,True,True,True,True,True,8,86.16,True
TD,True,True,True,True,True,True,True,8,86.15,True
AGMI,True,True,True,True,True,True,True,8,86.14,True
WHLRD,True,True,True,True,True,True,True,8,86.11,True
FEUZ,True,True,True,True,True,True,True,8,86.08,True
MBBC,True,True,True,True,True,True,True,8,86.04,True
MIRM,True,True,True,True,True,True,True,8,86.0,True
USM,True,True,True,True,True,True,True,8,85.97,True
UAE,True,True,True,True,True,True,True,8,85.94,True
LRCX,True,True,True,True,True,True,True,8,85.93,True
IQM,True,True,True,True,True,True,True,8,85.92,True
ASND,True,True,True,True,True,True,True,8,85.9,True
GCAD,True,True,True,True,True,True,True,8,85.89,True
ARQT,True,True,True,True,True,True,True,8,85.84,True
CBRE,True,True,True,True,True,True,True,8,85.81,True
TR,True,True,True,True,True,True,True,8,85.8,True
JPM,True,True,True,True,True,True,True,8,85.78,True
MYE,True,True,True,True,True,True,True,8,85.77,True
CALM,True,True,True,True,True,True,True,8,85.7,True
RLX,True,True,True,True,True,True,True,8,85.67,True
HSBC,True,True,True,True,True,True,True,8,85.66,True
STVN,True,True,True,True,True,True,True,8,85.65,True
ARTY,True,True,True,True,True,True,True,8,85.61,True
HNNA,True,True,True,True,True,True,True,8,85.6,True
