symbol,data_available,image_generated,vcp_detected,vcp_confidence,vcp_confidence_level,vcp_dimensional_scores,cup_handle_detected,cup_handle_confidence,cup_handle_confidence_level,cup_handle_dimensional_scores,processing_date
SNEX,True,True,False,0.575,Low,"{'technical_quality': np.float64(0.4251752289021963), 'volume_confirmation': np.float64(0.41512676475533783), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.68,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8}",2025-08-01 23:25:04
META,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01 23:25:04
RBKB,True,True,True,0.868,High,"{'technical_quality': np.float64(0.7058507995777556), 'volume_confirmation': np.float64(0.9864125694073507), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.69,Medium,"{'technical_quality': 0.55, 'volume_confirmation': 0.8, 'temporal_validity': 0.7, 'market_context': 0.8999999999999999}",2025-08-01 23:25:05
ULS,True,True,True,0.689,Medium,"{'technical_quality': np.float64(0.6810831956910672), 'volume_confirmation': np.float64(0.45666702538146803), 'temporal_validity': 1.0, 'market_context': 0.8}",False,0.56,Low,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 0.6, 'market_context': 0.8}",2025-08-01 23:25:05
OR,True,True,True,0.737,Medium,"{'technical_quality': np.float64(0.8507240592833312), 'volume_confirmation': np.float64(0.3891359726905951), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",False,0.56,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.7999999999999999}",2025-08-01 23:25:06
RYAAY,True,True,True,0.629,Medium,"{'technical_quality': np.float64(0.848169062332765), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.89,High,"{'technical_quality': 0.8, 'volume_confirmation': 1.0, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8999999999999999}",2025-08-01 23:25:06
GTLS,True,True,False,0.542,Low,"{'technical_quality': np.float64(0.5731401391929889), 'volume_confirmation': np.float64(0.1759266065161065), 'temporal_validity': 0.7999999999999999, 'market_context': 1.0}",True,0.7,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:25:07
TSM,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01 23:25:07
GEL,True,True,False,0.53,Low,"{'technical_quality': np.float64(0.3626873878234619), 'volume_confirmation': np.float64(0.5484936009049948), 'temporal_validity': 0.9, 'market_context': 0.4}",True,0.6,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 0.4}",2025-08-01 23:25:08
TRMB,True,True,True,0.654,Medium,"{'technical_quality': np.float64(0.6779601164247135), 'volume_confirmation': np.float64(0.3095736500521207), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.67,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01 23:25:08
HDSN,True,True,True,0.632,Medium,"{'technical_quality': np.float64(0.6780435878013928), 'volume_confirmation': np.float64(0.2012370045670484), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.78,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.8, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:25:09
OLLI,True,True,True,0.653,Medium,"{'technical_quality': np.float64(0.6505516067379138), 'volume_confirmation': np.float64(0.37753215677777885), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.76,Medium,"{'technical_quality': 0.5, 'volume_confirmation': 1.0, 'temporal_validity': 0.8999999999999999, 'market_context': 0.8}",2025-08-01 23:25:09
TGI,True,True,False,0.472,Low,"{'technical_quality': np.float64(0.34807384601296226), 'volume_confirmation': np.float64(0.24265927641598736), 'temporal_validity': 0.9, 'market_context': 0.8}",False,0.48,Low,"{'technical_quality': 0.35, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.8}",2025-08-01 23:25:10
NG,True,True,False,0.53,Low,"{'technical_quality': np.float64(0.33153365047667355), 'volume_confirmation': np.float64(0.4230136536369078), 'temporal_validity': 1.0, 'market_context': 0.7}",False,0.41,Low,"{'technical_quality': 0.45, 'volume_confirmation': 0.0, 'temporal_validity': 0.8, 'market_context': 0.7}",2025-08-01 23:25:10
AVPT,True,True,False,0.584,Low,"{'technical_quality': np.float64(0.6099568643625112), 'volume_confirmation': np.float64(0.2677097743044423), 'temporal_validity': 1.0, 'market_context': 0.6}",True,0.82,High,"{'technical_quality': 0.8, 'volume_confirmation': 0.8, 'temporal_validity': 1.0, 'market_context': 0.6}",2025-08-01 23:25:11
WTS,True,True,False,0.346,None,"{'technical_quality': np.float64(0.19570624316389018), 'volume_confirmation': np.float64(0.02676568808254), 'temporal_validity': 0.9, 'market_context': 0.8}",False,0.56,Low,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:25:12
FROG,True,True,False,0.534,Low,"{'technical_quality': np.float64(0.597671884472553), 'volume_confirmation': np.float64(0.08340101824521089), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.77,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.6, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:25:12
WPM,True,True,False,0.55,Low,"{'technical_quality': np.float64(0.6886862289940272), 'volume_confirmation': np.float64(0.04711320775759198), 'temporal_validity': 1.0, 'market_context': 0.6}",True,0.6,Medium,"{'technical_quality': 0.35, 'volume_confirmation': 0.8, 'temporal_validity': 0.8, 'market_context': 0.6}",2025-08-01 23:25:13
GENI,True,True,False,0.581,Low,"{'technical_quality': np.float64(0.3898060947443457), 'volume_confirmation': np.float64(0.5160369848278896), 'temporal_validity': 0.9, 'market_context': 0.9}",True,0.65,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 0.9}",2025-08-01 23:25:13
AEM,True,True,True,0.637,Medium,"{'technical_quality': np.float64(0.757744061053747), 'volume_confirmation': np.float64(0.21320152347781138), 'temporal_validity': 1.0, 'market_context': 0.7}",False,0.47,Low,"{'technical_quality': 0.35, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.7}",2025-08-01 23:25:14
NFG,True,True,False,0.485,Low,"{'technical_quality': np.float64(0.43055971895738154), 'volume_confirmation': np.float64(0.17611124438444878), 'temporal_validity': 1.0, 'market_context': 0.6}",False,0.54,Low,"{'technical_quality': 0.45, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 0.6}",2025-08-01 23:25:14
ULTA,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01 23:25:14
CCLDO,True,True,False,0.58,Low,"{'technical_quality': np.float64(0.8160330428702891), 'volume_confirmation': np.float64(0.04585798816568047), 'temporal_validity': 1.0, 'market_context': 0.4}",True,0.82,High,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 0.4}",2025-08-01 23:25:15
HEI,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.6,Medium,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 0.8}",2025-08-01 23:25:16
USFD,True,True,True,0.652,Medium,"{'technical_quality': np.float64(0.7785342089986258), 'volume_confirmation': np.float64(0.20227164705441678), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",True,0.72,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-01 23:25:16
BHST,True,True,False,0.438,Low,"{'technical_quality': np.float64(0.3450760668118014), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",False,0.58,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 1.0}",2025-08-01 23:25:16
BK,True,True,False,0.502,Low,"{'technical_quality': np.float64(0.25177601017863566), 'volume_confirmation': np.float64(0.339224322351356), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.7,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:25:17
AZZ,True,True,True,0.741,Medium,"{'technical_quality': np.float64(0.7757382991801702), 'volume_confirmation': np.float64(0.4674325090540611), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.77,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01 23:25:17
GS,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01 23:25:18
NCSM,True,True,True,0.782,Medium,"{'technical_quality': np.float64(0.6818303864306083), 'volume_confirmation': np.float64(0.8979765072615562), 'temporal_validity': 1.0, 'market_context': 0.4}",True,0.62,Medium,"{'technical_quality': 0.6, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 0.8, 'market_context': 0.4}",2025-08-01 23:25:19
DERM,True,True,True,0.686,Medium,"{'technical_quality': np.float64(0.5622476754214263), 'volume_confirmation': np.float64(0.7029025310662615), 'temporal_validity': 1.0, 'market_context': 0.5}",False,0.55,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 0.5}",2025-08-01 23:25:19
PFGC,True,True,True,0.662,Medium,"{'technical_quality': np.float64(0.7482620205999315), 'volume_confirmation': np.float64(0.20780918009234617), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.74,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:25:20
WNS,True,True,True,0.727,Medium,"{'technical_quality': np.float64(0.7793714339884457), 'volume_confirmation': np.float64(0.38391835388134243), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:25:20
GTES,True,True,False,0.572,Low,"{'technical_quality': np.float64(0.6595954184454882), 'volume_confirmation': np.float64(0.12678521816561017), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.69,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:25:21
ALG,True,True,True,0.633,Medium,"{'technical_quality': np.float64(0.5766114743756741), 'volume_confirmation': np.float64(0.6414840192912462), 'temporal_validity': 0.7999999999999999, 'market_context': 0.5}",True,0.83,High,"{'technical_quality': 0.7, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 0.5}",2025-08-01 23:25:21
PHAR,True,True,True,0.684,Medium,"{'technical_quality': np.float64(0.6531191808274157), 'volume_confirmation': np.float64(0.4416038401993183), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.69,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01 23:25:21
CYBR,True,True,False,0.554,Low,"{'technical_quality': np.float64(0.785959450722369), 'volume_confirmation': 0.0, 'temporal_validity': 0.8, 'market_context': 0.8}",True,0.68,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8}",2025-08-01 23:25:22
MRCY,True,True,True,0.705,Medium,"{'technical_quality': np.float64(0.8891288980741213), 'volume_confirmation': np.float64(0.26317722210876066), 'temporal_validity': 1.0, 'market_context': 0.7}",False,0.47,Low,"{'technical_quality': 0.6, 'volume_confirmation': 0.0, 'temporal_validity': 0.8, 'market_context': 0.7}",2025-08-01 23:25:22
ING,True,True,False,0.444,Low,"{'technical_quality': np.float64(0.4079260786837584), 'volume_confirmation': np.float64(0.03689453382694203), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.67,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:25:23
BKD,True,True,True,0.808,High,"{'technical_quality': np.float64(0.83299582153576), 'volume_confirmation': np.float64(0.6162323592012313), 'temporal_validity': 1.0, 'market_context': 0.9}",True,0.63,Medium,"{'technical_quality': 0.5, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 0.8, 'market_context': 0.9}",2025-08-01 23:25:24
AIP,True,True,False,0.525,Low,"{'technical_quality': np.float64(0.34676143672504645), 'volume_confirmation': np.float64(0.28677617884729134), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.76,Medium,"{'technical_quality': 0.45, 'volume_confirmation': 1.0, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:25:24
ZG,True,True,True,0.606,Medium,"{'technical_quality': np.float64(0.5874269538078697), 'volume_confirmation': np.float64(0.26917693040406304), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.79,Medium,"{'technical_quality': 0.5, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01 23:25:25
LYG,True,True,True,0.777,Medium,"{'technical_quality': np.float64(0.8912819277248507), 'volume_confirmation': np.float64(0.5008012920329175), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.65,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:25:25
MNMD,True,True,False,0.477,Low,"{'technical_quality': np.float64(0.39680452571064573), 'volume_confirmation': np.float64(0.12616057169152478), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",True,0.68,Medium,"{'technical_quality': 0.25, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-01 23:25:26
BYFC,True,True,True,0.716,Medium,"{'technical_quality': np.float64(0.6310399958114459), 'volume_confirmation': np.float64(0.579588536077696), 'temporal_validity': 1.0, 'market_context': 0.9}",False,0.47,Low,"{'technical_quality': 0.6, 'volume_confirmation': 0.0, 'temporal_validity': 0.7, 'market_context': 0.9}",2025-08-01 23:25:27
RBC,True,True,True,0.708,Medium,"{'technical_quality': np.float64(0.8542639524080134), 'volume_confirmation': np.float64(0.4210298517048962), 'temporal_validity': 1.0, 'market_context': 0.4}",True,0.62,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.4}",2025-08-01 23:25:27
NEM,True,True,False,0.517,Low,"{'technical_quality': np.float64(0.5849573833285122), 'volume_confirmation': np.float64(0.010059228296375537), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.74,Medium,"{'technical_quality': 0.4, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:25:27
MCRI,True,True,False,0.473,Low,"{'technical_quality': np.float64(0.37761901553098637), 'volume_confirmation': np.float64(0.13978238390846986), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",True,0.82,High,"{'technical_quality': 0.75, 'volume_confirmation': 0.8, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-01 23:25:28
BWFG,True,True,False,0.495,Low,"{'technical_quality': np.float64(0.34254098322141685), 'volume_confirmation': np.float64(0.1919298957293695), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.8,High,"{'technical_quality': 0.8, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:25:28
PINS,True,True,True,0.709,Medium,"{'technical_quality': np.float64(0.8609071884194487), 'volume_confirmation': np.float64(0.21563694251264348), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.64,Medium,"{'technical_quality': 0.55, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:25:29
SCHW,True,True,True,0.625,Medium,"{'technical_quality': np.float64(0.7570508422726125), 'volume_confirmation': np.float64(0.07493920068649297), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.84,High,"{'technical_quality': 0.75, 'volume_confirmation': 0.8, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:25:29
SPNT,True,True,True,0.704,Medium,"{'technical_quality': np.float64(0.884445212706876), 'volume_confirmation': np.float64(0.333441088936712), 'temporal_validity': 1.0, 'market_context': 0.5}",True,0.61,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.5}",2025-08-01 23:25:30
CLFD,True,True,False,0.405,Low,"{'technical_quality': np.float64(0.32518539449377415), 'volume_confirmation': np.float64(0.08296296296296296), 'temporal_validity': 1.0, 'market_context': 0.5}",False,0.55,Low,"{'technical_quality': 0.75, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.5}",2025-08-01 23:25:30
ITRN,True,True,False,0.52,Low,"{'technical_quality': np.float64(0.5546383112371022), 'volume_confirmation': np.float64(0.16177931311312585), 'temporal_validity': 1.0, 'market_context': 0.5}",True,0.81,High,"{'technical_quality': 0.6499999999999999, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 0.5}",2025-08-01 23:25:31
FFIV,True,True,False,0.573,Low,"{'technical_quality': np.float64(0.6893682051800677), 'volume_confirmation': np.float64(0.12486456258082555), 'temporal_validity': 0.9, 'market_context': 0.8}",True,0.7,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:25:31
NWG,True,True,False,0.514,Low,"{'technical_quality': np.float64(0.3476567118320994), 'volume_confirmation': np.float64(0.4164430050983026), 'temporal_validity': 1.0, 'market_context': 0.5}",True,0.73,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 0.9000000000000001, 'market_context': 0.5}",2025-08-01 23:25:32
R,True,True,True,0.743,Medium,"{'technical_quality': np.float64(0.8569000615236388), 'volume_confirmation': np.float64(0.4000089149604148), 'temporal_validity': 0.9, 'market_context': 1.0}",True,0.72,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:25:32
NVNO,True,True,False,0.429,Low,"{'technical_quality': np.float64(0.3731198444995363), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",True,0.66,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-01 23:25:33
NDAQ,True,True,False,0.583,Low,"{'technical_quality': np.float64(0.6245331280365611), 'volume_confirmation': np.float64(0.17828254238243052), 'temporal_validity': 0.9, 'market_context': 1.0}",True,0.64,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:25:33
OPY,True,True,True,0.614,Medium,"{'technical_quality': np.float64(0.35428686503513207), 'volume_confirmation': np.float64(0.5743423245168466), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.6,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:25:34
AIRT,True,True,True,0.642,Medium,"{'technical_quality': np.float64(0.4957440170614651), 'volume_confirmation': np.float64(0.5125540623511295), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.85,High,"{'technical_quality': 0.65, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01 23:25:34
GL,True,True,False,0.456,Low,"{'technical_quality': np.float64(0.39003074890121675), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.4, 'volume_confirmation': 1.0, 'temporal_validity': 0.6000000000000001, 'market_context': 1.0}",2025-08-01 23:25:35
FHI,True,True,False,0.57,Low,"{'technical_quality': np.float64(0.38679936524671654), 'volume_confirmation': np.float64(0.382610625296604), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:25:35
VIRT,True,True,False,0.414,Low,"{'technical_quality': np.float64(0.4112157463498567), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.5}",True,0.61,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.5}",2025-08-01 23:25:35
TDS,True,True,False,0.446,Low,"{'technical_quality': np.float64(0.38903948257445903), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",False,0.59,Low,"{'technical_quality': 0.44999999999999996, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01 23:25:36
TENX,True,True,True,0.802,High,"{'technical_quality': np.float64(0.7914872532612737), 'volume_confirmation': np.float64(0.6180262708220996), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.76,Medium,"{'technical_quality': 0.44999999999999996, 'volume_confirmation': 1.0, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:25:37
MSFT,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01 23:25:37
DAIO,True,True,False,0.582,Low,"{'technical_quality': np.float64(0.5499410879668777), 'volume_confirmation': np.float64(0.3074220436134133), 'temporal_validity': 1.0, 'market_context': 0.7}",False,0.53,Low,"{'technical_quality': 0.65, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:25:38
JBTM,True,True,True,0.653,Medium,"{'technical_quality': np.float64(0.5840195145060547), 'volume_confirmation': np.float64(0.3966834982193372), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:25:38
BAP,True,True,False,0.497,Low,"{'technical_quality': np.float64(0.5923597223033568), 'volume_confirmation': np.float64(0.06685289225071404), 'temporal_validity': 0.8, 'market_context': 0.8}",True,0.6,Medium,"{'technical_quality': 0.55, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8}",2025-08-01 23:25:39
MGYR,True,True,True,0.668,Medium,"{'technical_quality': np.float64(0.27273932000568696), 'volume_confirmation': np.float64(0.9645227207890339), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.69,Medium,"{'technical_quality': 0.6, 'volume_confirmation': 0.6, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:25:39
COMP,True,True,True,0.663,Medium,"{'technical_quality': np.float64(0.725127475400825), 'volume_confirmation': np.float64(0.2417957579518851), 'temporal_validity': 1.0, 'market_context': 1.0}",False,0.56,Low,"{'technical_quality': 0.45, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:25:40
UGI,True,True,True,0.721,Medium,"{'technical_quality': np.float64(0.8756585107315547), 'volume_confirmation': np.float64(0.43631332841385717), 'temporal_validity': 1.0, 'market_context': 0.4}",True,0.62,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.4}",2025-08-01 23:25:40
PRLB,True,True,False,0.574,Low,"{'technical_quality': np.float64(0.6110057909076307), 'volume_confirmation': np.float64(0.16476405604359062), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.74,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8}",2025-08-01 23:25:41
GSL,True,True,True,0.615,Medium,"{'technical_quality': np.float64(0.776576498361755), 'volume_confirmation': np.float64(0.046399646976030495), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.67,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 0.8999999999999999}",2025-08-01 23:25:41
MFG,True,True,True,0.658,Medium,"{'technical_quality': np.float64(0.757105502713757), 'volume_confirmation': np.float64(0.24956866263898814), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.6,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.8}",2025-08-01 23:25:42
TGS,True,True,False,0.466,Low,"{'technical_quality': np.float64(0.32158515604181026), 'volume_confirmation': np.float64(0.15718043327985654), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.63,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 0.8999999999999999}",2025-08-01 23:25:42
CSGP,True,True,True,0.661,Medium,"{'technical_quality': np.float64(0.7866770516066924), 'volume_confirmation': np.float64(0.153803900027465), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.6,Medium,"{'technical_quality': 0.35, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:25:43
PAC,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.59,Low,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.30000000000000004}",2025-08-01 23:25:43
HNNA,True,True,False,0.55,Low,"{'technical_quality': np.float64(0.5817083512907646), 'volume_confirmation': np.float64(0.1909196740395809), 'temporal_validity': 1.0, 'market_context': 0.6}",True,0.64,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.6}",2025-08-01 23:25:43
JPM,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.71,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:25:44
BN,True,True,True,0.603,Medium,"{'technical_quality': np.float64(0.8319836395698864), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.69,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:25:44
