symbol,data_available,image_generated,vcp_detected,vcp_confidence,vcp_confidence_level,vcp_dimensional_scores,cup_handle_detected,cup_handle_confidence,cup_handle_confidence_level,cup_handle_dimensional_scores,processing_date
SLGL,True,True,False,0.42,Low,"{'technical_quality': np.float64(0.30081497788437617), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",False,0.48,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.0, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:23:45
DASH,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.66,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8}",2025-08-01 23:23:45
WTAI,True,True,False,0.536,Low,"{'technical_quality': np.float64(0.6405495657983697), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.68,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:23:46
RFIL,True,True,False,0.474,Low,"{'technical_quality': np.float64(0.4069899688384808), 'volume_confirmation': np.float64(0.03768060420315236), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.66,Medium,"{'technical_quality': 0.30000000000000004, 'volume_confirmation': 0.8, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:23:46
EWP,True,True,False,0.514,Low,"{'technical_quality': np.float64(0.41116162436282155), 'volume_confirmation': np.float64(0.2635790489424973), 'temporal_validity': 1.0, 'market_context': 0.7}",False,0.55,Low,"{'technical_quality': 0.65, 'volume_confirmation': 0.2, 'temporal_validity': 0.8, 'market_context': 0.7}",2025-08-01 23:23:47
SIFY,True,True,False,0.44,Low,"{'technical_quality': np.float64(0.3492765107112225), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.86,High,"{'technical_quality': 0.65, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:23:47
SIXG,True,True,True,0.846,High,"{'technical_quality': np.float64(0.9124757552928657), 'volume_confirmation': np.float64(0.7036646169490595), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.67,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:23:48
TIGO,True,True,True,0.628,Medium,"{'technical_quality': np.float64(0.5303811577350601), 'volume_confirmation': np.float64(0.4537566925374235), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",True,0.74,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 0.8, 'market_context': 0.7999999999999999}",2025-08-01 23:23:48
CVNA,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01 23:23:49
SNES,True,True,False,0.566,Low,"{'technical_quality': np.float64(0.3878595026282727), 'volume_confirmation': np.float64(0.46964903721034446), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.65,Medium,"{'technical_quality': 0.25, 'volume_confirmation': 1.0, 'temporal_validity': 0.9000000000000001, 'market_context': 0.7}",2025-08-01 23:23:50
BPMC,True,True,False,0.445,Low,"{'technical_quality': np.float64(0.373353110916891), 'volume_confirmation': np.float64(0.18629244475526746), 'temporal_validity': 0.7999999999999999, 'market_context': 0.8}",True,0.62,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 0.8}",2025-08-01 23:23:50
CFSB,True,True,True,0.82,High,"{'technical_quality': np.float64(0.8347156807388543), 'volume_confirmation': np.float64(0.7542063572107058), 'temporal_validity': 0.9, 'market_context': 0.8}",False,0.44,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.0, 'temporal_validity': 0.7, 'market_context': 0.8}",2025-08-01 23:23:51
SPMO,True,True,True,0.607,Medium,"{'technical_quality': np.float64(0.8522958544843623), 'volume_confirmation': np.float64(0.08550419110917308), 'temporal_validity': 0.8, 'market_context': 0.8}",True,0.66,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:23:51
TPR,True,True,False,0.365,None,"{'technical_quality': np.float64(0.15704586358268546), 'volume_confirmation': np.float64(0.24085993599985586), 'temporal_validity': 0.7, 'market_context': 0.8999999999999999}",True,0.67,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 0.8999999999999999}",2025-08-01 23:23:51
UUU,True,True,False,0.426,Low,"{'technical_quality': np.float64(0.39069686109375534), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7}",False,0.59,Low,"{'technical_quality': 0.8, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:23:52
BTI,True,True,False,0.54,Low,"{'technical_quality': np.float64(0.41234564867687734), 'volume_confirmation': np.float64(0.24935588234670225), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.6,Medium,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 1.0}",2025-08-01 23:23:52
AGIX,True,True,True,0.635,Medium,"{'technical_quality': np.float64(0.7027300897670778), 'volume_confirmation': np.float64(0.2455615675333072), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.82,High,"{'technical_quality': 0.75, 'volume_confirmation': 0.8, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:23:53
PUK,True,True,True,0.67,Medium,"{'technical_quality': np.float64(0.8852902108794704), 'volume_confirmation': np.float64(0.12075254000456732), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.62,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.8}",2025-08-01 23:23:53
LIF,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.62,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:23:54
ILDR,True,True,False,0.593,Low,"{'technical_quality': np.float64(0.8077660626252313), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7}",False,0.57,Low,"{'technical_quality': 0.75, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:23:54
ELTX,True,True,True,0.722,Medium,"{'technical_quality': np.float64(0.6969943200760612), 'volume_confirmation': np.float64(0.47790721688125715), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.84,High,"{'technical_quality': 0.65, 'volume_confirmation': 1.0, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:23:54
GROY,True,True,False,0.534,Low,"{'technical_quality': np.float64(0.33703056730969216), 'volume_confirmation': np.float64(0.3312059229729497), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.72,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:23:55
PLBY,True,True,False,0.458,Low,"{'technical_quality': np.float64(0.42433685979109426), 'volume_confirmation': np.float64(0.026575581553901117), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",True,0.66,Medium,"{'technical_quality': 0.35, 'volume_confirmation': 0.8, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-01 23:23:55
SRAD,True,True,True,0.607,Medium,"{'technical_quality': np.float64(0.5461365347199891), 'volume_confirmation': np.float64(0.3955071891634216), 'temporal_validity': 1.0, 'market_context': 0.7}",False,0.57,Low,"{'technical_quality': 0.65, 'volume_confirmation': 0.2, 'temporal_validity': 0.8999999999999999, 'market_context': 0.7}",2025-08-01 23:23:56
PPA,True,True,True,0.632,Medium,"{'technical_quality': np.float64(0.8499621338521997), 'volume_confirmation': np.float64(0.07266354291525916), 'temporal_validity': 1.0, 'market_context': 0.7}",False,0.59,Low,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 0.7}",2025-08-01 23:23:56
FUTU,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.65,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:23:57
AHR,True,True,True,0.814,High,"{'technical_quality': np.float64(0.8833023477386008), 'volume_confirmation': np.float64(0.634313368906195), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.73,Medium,"{'technical_quality': 0.5, 'volume_confirmation': 1.0, 'temporal_validity': 0.8, 'market_context': 0.7}",2025-08-01 23:23:57
IHS,True,True,True,0.66,Medium,"{'technical_quality': np.float64(0.557897572127749), 'volume_confirmation': np.float64(0.4573783019043788), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 1.0}",2025-08-01 23:23:58
SANM,True,True,False,0.404,Low,"{'technical_quality': np.float64(0.31082071077547385), 'volume_confirmation': 0.0, 'temporal_validity': 0.9, 'market_context': 1.0}",True,0.64,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:23:58
OGIG,True,True,False,0.535,Low,"{'technical_quality': np.float64(0.4558934963018815), 'volume_confirmation': np.float64(0.2433257055682685), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.7,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:23:59
BELFB,True,True,False,0.381,None,"{'technical_quality': np.float64(0.16655238393749522), 'volume_confirmation': np.float64(0.11355629173897039), 'temporal_validity': 0.9, 'market_context': 1.0}",True,0.72,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:23:59
ALNT,True,True,False,0.545,Low,"{'technical_quality': np.float64(0.5526248585371162), 'volume_confirmation': np.float64(0.1478963365861462), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.62,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:23:59
IETC,True,True,True,0.619,Medium,"{'technical_quality': np.float64(0.7809215523650465), 'volume_confirmation': np.float64(0.0887149579406524), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.66,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:24:00
SEI,True,True,False,0.46,Low,"{'technical_quality': np.float64(0.3383988226372404), 'volume_confirmation': np.float64(0.14730076960496938), 'temporal_validity': 1.0, 'market_context': 0.8}",False,0.54,Low,"{'technical_quality': 0.35, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:24:00
MISL,True,True,True,0.657,Medium,"{'technical_quality': np.float64(0.8491515996409178), 'volume_confirmation': np.float64(0.19214811898710482), 'temporal_validity': 1.0, 'market_context': 0.6}",True,0.88,High,"{'technical_quality': 0.8, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 0.6}",2025-08-01 23:24:01
INDV,True,True,False,0.522,Low,"{'technical_quality': np.float64(0.36359811960355637), 'volume_confirmation': np.float64(0.25373079887465466), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.92,High,"{'technical_quality': 0.8, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:01
CHN,True,True,True,0.773,Medium,"{'technical_quality': np.float64(0.829052684477599), 'volume_confirmation': np.float64(0.503743839243536), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.61,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.2, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8999999999999999}",2025-08-01 23:24:02
COUR,True,True,False,0.456,Low,"{'technical_quality': np.float64(0.3896136253079391), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.64,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:02
RBRK,True,True,True,0.765,Medium,"{'technical_quality': np.float64(0.8582336866895132), 'volume_confirmation': np.float64(0.5065257607890299), 'temporal_validity': 0.9, 'market_context': 0.8999999999999999}",True,0.67,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01 23:24:03
VST,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.7,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:24:03
GGME,True,True,True,0.733,Medium,"{'technical_quality': np.float64(0.8841628235758557), 'volume_confirmation': np.float64(0.33026841250229366), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.88,High,"{'technical_quality': 0.75, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:24:03
BBIO,True,True,True,0.805,High,"{'technical_quality': np.float64(0.8077623747142242), 'volume_confirmation': np.float64(0.6078471713741964), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.74,Medium,"{'technical_quality': 0.55, 'volume_confirmation': 0.8, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:24:04
SFYF,True,True,False,0.584,Low,"{'technical_quality': np.float64(0.7850636178485626), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.69,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:24:04
CCRD,True,True,False,0.581,Low,"{'technical_quality': np.float64(0.5992683673098809), 'volume_confirmation': np.float64(0.2697128698440461), 'temporal_validity': 1.0, 'market_context': 0.6}",True,0.64,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.6}",2025-08-01 23:24:05
TWLO,True,True,False,0.581,Low,"{'technical_quality': np.float64(0.6761060430699969), 'volume_confirmation': np.float64(0.10054425768701239), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",True,0.84,High,"{'technical_quality': 0.8, 'volume_confirmation': 0.8, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-01 23:24:05
TPTA,True,True,True,0.698,Medium,"{'technical_quality': np.float64(0.6257165424028921), 'volume_confirmation': np.float64(0.49187617341628453), 'temporal_validity': 1.0, 'market_context': 1.0}",False,0.52,Low,"{'technical_quality': 0.35, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:24:06
VFF,True,True,False,0.574,Low,"{'technical_quality': np.float64(0.5687227411037168), 'volume_confirmation': np.float64(0.15634420675107552), 'temporal_validity': 1.0, 'market_context': 1.0}",False,0.58,Low,"{'technical_quality': 0.7, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:06
TRVI,True,True,False,0.46,Low,"{'technical_quality': np.float64(0.3833880571483657), 'volume_confirmation': np.float64(0.05689337299657282), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",False,0.53,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.2, 'temporal_validity': 0.8, 'market_context': 0.8999999999999999}",2025-08-01 23:24:07
ERJ,True,True,False,0.446,Low,"{'technical_quality': np.float64(0.5154642217717162), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.4}",True,0.6,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 0.4}",2025-08-01 23:24:07
NRG,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.68,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:24:08
RMNI,True,True,False,0.573,Low,"{'technical_quality': np.float64(0.3461665222820911), 'volume_confirmation': np.float64(0.4822819600207908), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",False,0.53,Low,"{'technical_quality': 0.65, 'volume_confirmation': 0.0, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8999999999999999}",2025-08-01 23:24:08
FEIM,True,True,False,0.478,Low,"{'technical_quality': np.float64(0.3163756309196193), 'volume_confirmation': np.float64(0.17251104165443476), 'temporal_validity': 1.0, 'market_context': 1.0}",False,0.56,Low,"{'technical_quality': 0.75, 'volume_confirmation': 0.0, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:24:09
COOP,True,True,True,0.659,Medium,"{'technical_quality': np.float64(0.5784865774833643), 'volume_confirmation': np.float64(0.5591174418726846), 'temporal_validity': 1.0, 'market_context': 0.6}",True,0.78,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 1.0, 'temporal_validity': 0.8, 'market_context': 0.6}",2025-08-01 23:24:09
CKPT,True,True,True,0.629,Medium,"{'technical_quality': np.float64(0.8048116575364351), 'volume_confirmation': np.float64(0.08932210228992232), 'temporal_validity': 1.0, 'market_context': 0.8}",False,0.54,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.2, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8}",2025-08-01 23:24:10
APH,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.62,Medium,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:24:10
OLO,True,True,True,0.668,Medium,"{'technical_quality': np.float64(0.8117483430737371), 'volume_confirmation': np.float64(0.20943820791665266), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.72,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8}",2025-08-01 23:24:11
FIVE,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.7,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.6}",2025-08-01 23:24:11
MIND,True,True,True,0.63,Medium,"{'technical_quality': np.float64(0.2988224700100236), 'volume_confirmation': np.float64(0.7024224780253833), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.72,Medium,"{'technical_quality': 0.30000000000000004, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:12
KEN,True,True,False,0.463,Low,"{'technical_quality': np.float64(0.2811370315691865), 'volume_confirmation': np.float64(0.20134444854542516), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.69,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8999999999999999}",2025-08-01 23:24:12
QD,True,True,True,0.689,Medium,"{'technical_quality': np.float64(0.581175705186053), 'volume_confirmation': np.float64(0.5203882880305642), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.66,Medium,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:13
STX,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.68,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:13
WILC,True,True,False,0.505,Low,"{'technical_quality': np.float64(0.373585494048157), 'volume_confirmation': np.float64(0.18475877192982457), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.7,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:14
AWI,True,True,False,0.532,Low,"{'technical_quality': np.float64(0.5815706337466812), 'volume_confirmation': np.float64(0.13001359116323966), 'temporal_validity': 0.7999999999999999, 'market_context': 1.0}",True,0.72,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:14
DB,True,True,True,0.611,Medium,"{'technical_quality': np.float64(0.6811964409037949), 'volume_confirmation': np.float64(0.12974767026980683), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:24:15
DCO,True,True,False,0.422,Low,"{'technical_quality': np.float64(0.1673651341942869), 'volume_confirmation': np.float64(0.38343490263015745), 'temporal_validity': 0.7, 'market_context': 1.0}",True,0.62,Medium,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:24:15
CLBR,True,True,False,0.546,Low,"{'technical_quality': np.float64(0.3622640641201743), 'volume_confirmation': np.float64(0.33558846804086556), 'temporal_validity': 1.0, 'market_context': 1.0}",False,0.4,Low,"{'technical_quality': 0.25, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:16
CPS,True,True,True,0.612,Medium,"{'technical_quality': np.float64(0.6778490995618744), 'volume_confirmation': np.float64(0.23566558188069436), 'temporal_validity': 1.0, 'market_context': 0.7}",False,0.53,Low,"{'technical_quality': 0.8, 'volume_confirmation': 0.0, 'temporal_validity': 0.7, 'market_context': 0.7}",2025-08-01 23:24:16
AVGO,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01 23:24:16
HNRG,True,True,True,0.646,Medium,"{'technical_quality': np.float64(0.6279298895496219), 'volume_confirmation': np.float64(0.35042000465690837), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.67,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.8999999999999999}",2025-08-01 23:24:17
COEP,True,True,False,0.404,Low,"{'technical_quality': np.float64(0.30893786905777343), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",False,0.32,None,"{'technical_quality': 0.2, 'volume_confirmation': 0.0, 'temporal_validity': 0.8, 'market_context': 0.7999999999999999}",2025-08-01 23:24:17
DXPE,True,True,False,0.432,Low,"{'technical_quality': np.float64(0.3895904681848047), 'volume_confirmation': np.float64(0.05402899067096883), 'temporal_validity': 0.8, 'market_context': 1.0}",True,0.74,Medium,"{'technical_quality': 0.5499999999999999, 'volume_confirmation': 0.8, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:24:18
DNA,True,True,False,0.492,Low,"{'technical_quality': np.float64(0.26398956858191464), 'volume_confirmation': np.float64(0.388240653881636), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.61,Medium,"{'technical_quality': 0.25, 'volume_confirmation': 1.0, 'temporal_validity': 0.7, 'market_context': 0.7}",2025-08-01 23:24:18
ACMR,True,True,False,0.596,Low,"{'technical_quality': np.float64(0.6934172810687996), 'volume_confirmation': np.float64(0.06054807103490508), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.6,Medium,"{'technical_quality': 0.5, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:24:19
AFRM,True,True,True,0.663,Medium,"{'technical_quality': np.float64(0.7657065600246187), 'volume_confirmation': np.float64(0.42122648040596067), 'temporal_validity': 0.9, 'market_context': 0.5}",False,0.45,Low,"{'technical_quality': 0.35, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.5}",2025-08-01 23:24:19
EOSE,True,True,False,0.576,Low,"{'technical_quality': np.float64(0.6925785162713002), 'volume_confirmation': np.float64(0.13125310868830292), 'temporal_validity': 1.0, 'market_context': 0.6}",False,0.58,Low,"{'technical_quality': 0.7, 'volume_confirmation': 0.2, 'temporal_validity': 0.9000000000000001, 'market_context': 0.6}",2025-08-01 23:24:20
KF,True,True,True,0.616,Medium,"{'technical_quality': np.float64(0.8408257880842531), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.8}",False,0.54,Low,"{'technical_quality': 0.65, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:24:21
TPB,True,True,False,0.417,Low,"{'technical_quality': np.float64(0.3382831009555539), 'volume_confirmation': np.float64(0.004874317711862953), 'temporal_validity': 0.9, 'market_context': 1.0}",True,0.7,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:24:21
FLUT,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.69,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01 23:24:22
IH,True,True,False,0.499,Low,"{'technical_quality': np.float64(0.42588180191717856), 'volume_confirmation': np.float64(0.16342514032110692), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",True,0.74,Medium,"{'technical_quality': 0.45, 'volume_confirmation': 1.0, 'temporal_validity': 0.9000000000000001, 'market_context': 0.7999999999999999}",2025-08-01 23:24:22
AXIL,True,True,True,0.684,Medium,"{'technical_quality': np.float64(0.7688848857319888), 'volume_confirmation': np.float64(0.2540106951871658), 'temporal_validity': 1.0, 'market_context': 1.0}",False,0.42,Low,"{'technical_quality': 0.30000000000000004, 'volume_confirmation': 0.2, 'temporal_validity': 0.7, 'market_context': 1.0}",2025-08-01 23:24:23
MIR,True,True,True,0.663,Medium,"{'technical_quality': np.float64(0.6201087769958806), 'volume_confirmation': np.float64(0.3815694486606663), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.62,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:23
ABCL,True,True,False,0.427,Low,"{'technical_quality': np.float64(0.2825846637670979), 'volume_confirmation': np.float64(0.11169913890150046), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",False,0.5,Low,"{'technical_quality': 0.35, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 0.7999999999999999}",2025-08-01 23:24:24
