symbol,fin_met_count,rs_score,met_count,total_met_count,added_date
FET,0.0,85.25,8,8.0,2025-08-03
CCB,0.0,90.41,8,8.0,2025-08-03
HSBC,0.0,85.18,8,8.0,2025-08-03
BBUC,0.0,87.69,8,8.0,2025-08-03
BOLT,0.0,99.66,8,8.0,2025-08-03
PMEC,5.0,96.73,8,13.0,2025-08-03
GREK,6.0,90.64,8,14.0,2025-08-03
SNSE,0.0,99.81,8,8.0,2025-08-03
XPP,6.0,90.22,8,14.0,2025-08-03
BDL,0.0,87.46,8,8.0,2025-08-03
DHX,0.0,93.35,8,8.0,2025-08-03
PARR,0.0,96.15,8,8.0,2025-08-03
MGIC,0.0,95.16,8,8.0,2025-08-03
DBD,0.0,86.65,8,8.0,2025-08-03
PRPO,0.0,97.6,8,8.0,2025-08-03
EYE,4.0,96.83,8,12.0,2025-08-03
EWY,6.0,86.31,8,14.0,2025-08-03
HERO,6.0,86.25,8,14.0,2025-08-03
SAND,0.0,91.24,8,8.0,2025-08-03
CVAC,0.0,94.54,8,8.0,2025-08-03
KLAC,0.0,86.33,8,8.0,2025-08-03
AMPX,0.0,98.71,8,8.0,2025-08-03
PPIH,0.0,96.39,8,8.0,2025-08-03
DIS,0.0,85.62,8,8.0,2025-08-03
PBI,0.0,92.01,8,8.0,2025-08-03
FLKR,6.0,86.71,8,14.0,2025-08-03
PENG,0.0,89.08,8,8.0,2025-08-03
OPOF,0.0,93.82,8,8.0,2025-08-03
JOYY,0.0,89.0,8,8.0,2025-08-03
SIJ,6.0,92.85,8,14.0,2025-08-03
ZDGE,4.0,91.8,8,12.0,2025-08-03
KAR,0.0,89.99,8,8.0,2025-08-03
SGI,0.0,87.32,8,8.0,2025-08-03
PRCH,0.0,98.77,8,8.0,2025-08-03
BPAY,6.0,88.41,8,14.0,2025-08-03
CTRN,0.0,91.54,8,8.0,2025-08-03
AZ,0.0,97.48,8,8.0,2025-08-03
OND,6.0,88.43,8,14.0,2025-08-03
PPTA,0.0,91.86,8,8.0,2025-08-03
NERD,6.0,88.74,8,14.0,2025-08-03
TPC,5.0,96.98,8,13.0,2025-08-03
STN,0.0,87.97,8,8.0,2025-08-03
PGEN,0.0,89.52,8,8.0,2025-08-03
OKYO,5.0,97.37,8,13.0,2025-08-03
MQ,6.0,86.44,8,14.0,2025-08-03
MNPR,0.0,98.52,8,8.0,2025-08-03
MDAI,4.0,95.13,8,12.0,2025-08-03
QTUM,6.0,88.82,8,14.0,2025-08-03
MAKX,6.0,87.75,8,14.0,2025-08-03
BBW,0.0,91.99,8,8.0,2025-08-03
BLOK,6.0,91.75,8,14.0,2025-08-03
BASE,0.0,90.51,8,8.0,2025-08-03
AKBA,5.0,96.5,8,13.0,2025-08-03
WOR,0.0,89.7,8,8.0,2025-08-03
CELH,4.0,90.35,8,12.0,2025-08-03
ENLT,0.0,93.71,8,8.0,2025-08-03
WBX,0.0,99.52,8,8.0,2025-08-03
XERS,0.0,92.44,8,8.0,2025-08-03
NTES,0.0,89.98,8,8.0,2025-08-03
DK,0.0,90.31,8,8.0,2025-08-03
AIR,4.0,85.67,8,12.0,2025-08-03
OMAB,0.0,90.67,8,8.0,2025-08-03
RCL,5.0,93.59,8,13.0,2025-08-03
UFO,6.0,91.52,8,14.0,2025-08-03
LEU,0.0,98.45,8,8.0,2025-08-03
SHPH,0.0,99.25,8,8.0,2025-08-03
SAN,0.0,93.55,8,8.0,2025-08-03
CBRL,0.0,88.2,8,8.0,2025-08-03
SNT,0.0,96.2,8,8.0,2025-08-03
ESQ,0.0,88.14,8,8.0,2025-08-03
PAYS,0.0,97.85,8,8.0,2025-08-03
EVEX,0.0,95.74,8,8.0,2025-08-03
KEMQ,6.0,87.64,8,14.0,2025-08-03
TSAT,0.0,95.88,8,8.0,2025-08-03
LRCX,0.0,85.69,8,8.0,2025-08-03
LDWY,0.0,86.79,8,8.0,2025-08-03
PJT,0.0,86.62,8,8.0,2025-08-03
CPNG,0.0,87.25,8,8.0,2025-08-03
BWAY,0.0,88.48,8,8.0,2025-08-03
JCI,4.0,89.51,8,12.0,2025-08-03
FLEX,0.0,91.32,8,8.0,2025-08-03
MGNI,0.0,95.41,8,8.0,2025-08-03
TCI,0.0,91.65,8,8.0,2025-08-03
AEIS,0.0,87.3,8,8.0,2025-08-03
ESP,4.0,94.19,8,12.0,2025-08-03
AIMD,0.0,98.87,8,8.0,2025-08-03
CAE,0.0,89.12,8,8.0,2025-08-03
SATX,0.0,97.99,8,8.0,2025-08-01
TDUP,4.0,98.97,8,12.0,2025-08-01
MIND,0.0,95.2,8,8.0,2025-08-01
RBLX,0.0,97.83,8,8.0,2025-08-01
HNNA,0.0,85.86,8,8.0,2025-08-01
OLO,0.0,95.36,8,8.0,2025-08-01
MSFT,0.0,86.93,8,8.0,2025-08-01
BCS,0.0,91.2,8,8.0,2025-08-01
VNAM,6.0,87.94,8,14.0,2025-08-01
BTFX,6.0,93.83,8,14.0,2025-08-01
TGEN,0.0,99.26,8,8.0,2025-08-01
CW,0.0,92.53,8,8.0,2025-08-01
ARKQ,6.0,92.25,8,14.0,2025-08-01
CKPT,0.0,95.43,8,8.0,2025-08-01
BITB,6.0,91.07,8,14.0,2025-08-01
ATRO,5.0,95.66,8,13.0,2025-08-01
TTMI,4.0,97.24,8,12.0,2025-08-01
NET,0.0,96.82,8,8.0,2025-08-01
HODL,6.0,91.15,8,14.0,2025-08-01
RGLS,4.0,99.04,8,12.0,2025-08-01
AXIL,0.0,94.41,8,8.0,2025-08-01
GTLS,4.0,88.01,8,12.0,2025-08-01
FPX,6.0,89.18,8,14.0,2025-08-01
WRBY,4.0,89.56,8,12.0,2025-08-01
NWG,0.0,87.73,8,8.0,2025-08-01
ULTA,0.0,89.38,8,8.0,2025-08-01
FBTC,6.0,91.02,8,14.0,2025-08-01
SEI,0.0,95.87,8,8.0,2025-08-01
ITA,6.0,88.18,8,14.0,2025-08-01
OKLO,0.0,98.78,8,8.0,2025-08-01
ARTY,6.0,86.91,8,14.0,2025-08-01
RKLB,0.0,98.64,8,8.0,2025-08-01
VIOT,0.0,97.79,8,8.0,2025-08-01
TSSI,0.0,98.9,8,8.0,2025-08-01
NEXT,0.0,93.8,8,8.0,2025-08-01
WBD,0.0,93.52,8,8.0,2025-08-01
WILC,0.0,94.94,8,8.0,2025-08-01
ARKX,6.0,92.62,8,14.0,2025-08-01
VFF,0.0,95.6,8,8.0,2025-08-01
FFTY,6.0,86.24,8,14.0,2025-08-01
GHM,4.0,95.31,8,12.0,2025-08-01
FARO,0.0,96.84,8,8.0,2025-08-01
CVNA,0.0,96.54,8,8.0,2025-08-01
GHLD,0.0,93.0,8,8.0,2025-08-01
JPM,0.0,85.81,8,8.0,2025-08-01
X,0.0,91.23,8,8.0,2025-08-01
RYTM,0.0,93.57,8,8.0,2025-08-01
PLYA,5.0,88.57,8,13.0,2025-08-01
GBTC,6.0,90.86,8,14.0,2025-08-01
ELVA,0.0,96.86,8,8.0,2025-08-01
DFEN,6.0,95.83,8,14.0,2025-08-01
CPSH,4.0,95.67,8,12.0,2025-08-01
ECNS,6.0,90.03,8,14.0,2025-08-01
BWMN,0.0,92.06,8,8.0,2025-08-01
ATAI,0.0,98.21,8,8.0,2025-08-01
BBVA,0.0,91.5,8,8.0,2025-08-01
HEI,0.0,89.33,8,8.0,2025-08-01
TEL,4.0,90.8,8,12.0,2025-08-01
WLDN,0.0,97.4,8,8.0,2025-08-01
CLS,4.0,98.02,8,12.0,2025-08-01
NPO,4.0,89.32,8,12.0,2025-08-01
RMNI,0.0,95.47,8,8.0,2025-08-01
OLLI,0.0,89.8,8,8.0,2025-08-01
IKNA,0.0,99.67,8,8.0,2025-08-01
APH,4.0,93.02,8,12.0,2025-08-01
OGIG,6.0,85.51,8,14.0,2025-08-01
CLFD,0.0,87.9,8,8.0,2025-08-01
TOYO,5.0,96.87,8,13.0,2025-08-01
AVPT,0.0,89.72,8,8.0,2025-08-01
RBRK,0.0,95.81,8,8.0,2025-08-01
RBC,4.0,85.8,8,12.0,2025-08-01
LOUP,6.0,88.66,8,14.0,2025-08-01
ONC,5.0,91.19,8,13.0,2025-08-01
EMX,0.0,93.21,8,8.0,2025-08-01
OR,0.0,90.33,8,8.0,2025-08-01
AIBU,6.0,94.22,8,14.0,2025-08-01
VST,0.0,95.79,8,8.0,2025-08-01
JBTM,0.0,86.72,8,8.0,2025-08-01
SXT,4.0,90.3,8,12.0,2025-08-01
LANV,5.0,88.11,8,13.0,2025-08-01
ILDR,6.0,85.76,8,14.0,2025-08-01
LLYVA,0.0,91.55,8,8.0,2025-08-01
VIK,0.0,91.93,8,8.0,2025-08-01
BITU,6.0,93.42,8,14.0,2025-08-01
IH,0.0,94.46,8,8.0,2025-08-01
TLSA,5.0,97.8,8,13.0,2025-08-01
GTX,4.0,91.46,8,12.0,2025-08-01
UTES,6.0,88.4,8,14.0,2025-08-01
NVNO,0.0,87.72,8,8.0,2025-08-01
SFYF,6.0,85.2,8,14.0,2025-08-01
EBAY,0.0,91.98,8,8.0,2025-08-01
CEG,0.0,92.75,8,8.0,2025-08-01
BTCL,6.0,93.76,8,14.0,2025-08-01
DXPE,0.0,94.62,8,8.0,2025-08-01
VSEC,0.0,93.08,8,8.0,2025-08-01
GEL,0.0,90.0,8,8.0,2025-08-01
BH,0.0,92.71,8,8.0,2025-08-01
DNA,4.0,92.19,8,12.0,2025-08-01
TR,0.0,85.16,8,8.0,2025-08-01
SENEA,0.0,92.13,8,8.0,2025-08-01
CIEN,0.0,90.99,8,8.0,2025-08-01
FLYE,0.0,99.59,8,8.0,2025-08-01
OPY,0.0,87.52,8,8.0,2025-08-01
KURE,6.0,89.84,8,14.0,2025-08-01
MFG,0.0,86.45,8,8.0,2025-08-01
EOSE,0.0,94.51,8,8.0,2025-08-01
TATT,0.0,94.01,8,8.0,2025-08-01
AVGO,0.0,94.71,8,8.0,2025-08-01
ALNT,0.0,95.91,8,8.0,2025-08-01
FIVE,0.0,95.21,8,8.0,2025-08-01
INSM,0.0,92.48,8,8.0,2025-08-01
BAP,0.0,86.7,8,8.0,2025-08-01
ING,0.0,88.53,8,8.0,2025-08-01
RSI,4.0,95.82,8,12.0,2025-08-01
SOCL,6.0,87.71,8,14.0,2025-08-01
ZG,4.0,85.94,8,12.0,2025-08-01
GEV,4.0,97.58,8,12.0,2025-08-01
TGI,0.0,89.78,8,8.0,2025-08-01
WTAI,6.0,86.09,8,14.0,2025-08-01
RFIL,0.0,96.65,8,8.0,2025-08-01
YALA,0.0,93.6,8,8.0,2025-08-01
HEES,0.0,93.46,8,8.0,2025-08-01
BELFB,0.0,95.92,8,8.0,2025-08-01
COUR,4.0,93.4,8,12.0,2025-08-01
FORD,0.0,97.74,8,8.0,2025-08-01
UI,0.0,94.14,8,8.0,2025-08-01
TRFK,6.0,89.31,8,14.0,2025-08-01
AYRO,0.0,99.7,8,8.0,2025-08-01
RBKB,4.0,88.13,8,12.0,2025-08-01
BNT,0.0,85.66,8,8.0,2025-08-01
LIF,0.0,96.19,8,8.0,2025-08-01
FLUT,5.0,88.78,8,13.0,2025-08-01
KF,5.0,88.8,8,13.0,2025-08-01
BETZ,6.0,87.0,8,14.0,2025-08-01
C,4.0,90.32,8,12.0,2025-08-01
CDTX,0.0,98.74,8,8.0,2025-08-01
CHEF,4.0,91.14,8,12.0,2025-08-01
SATS,0.0,91.06,8,8.0,2025-08-01
SMDD,6.0,94.58,8,14.0,2025-08-01
CTOS,0.0,92.47,8,8.0,2025-08-01
CALX,4.0,91.16,8,12.0,2025-08-01
SHOP,0.0,91.74,8,8.0,2025-08-01
DCO,4.0,92.59,8,12.0,2025-08-01
FEIM,0.0,95.46,8,8.0,2025-08-01
AHR,4.0,93.56,8,12.0,2025-08-01
CYBR,0.0,88.59,8,8.0,2025-08-01
WEBL,6.0,93.27,8,14.0,2025-08-01
STX,0.0,94.98,8,8.0,2025-08-01
AGX,0.0,96.72,8,8.0,2025-08-01
REVG,0.0,94.29,8,8.0,2025-08-01
ALNY,0.0,93.24,8,8.0,2025-08-01
USFD,0.0,89.2,8,8.0,2025-08-01
TRMB,0.0,89.96,8,8.0,2025-08-01
DERM,0.0,89.02,8,8.0,2025-08-01
ACAD,0.0,92.94,8,8.0,2025-08-01
LTL,6.0,86.4,8,14.0,2025-08-01
TENX,0.0,87.21,8,8.0,2025-08-01
ISSC,0.0,97.22,8,8.0,2025-08-01
TPB,0.0,94.48,8,8.0,2025-08-01
HOOD,0.0,98.33,8,8.0,2025-08-01
SNES,0.0,96.38,8,8.0,2025-08-01
INOD,0.0,96.74,8,8.0,2025-08-01
NVTS,4.0,98.28,8,12.0,2025-08-01
SRAD,0.0,95.97,8,8.0,2025-08-01
IDCC,0.0,94.16,8,8.0,2025-08-01
FOSLL,6.0,88.07,8,14.0,2025-08-01
CNEQ,6.0,89.68,8,14.0,2025-08-01
FNGG,6.0,91.83,8,14.0,2025-08-01
FFIV,0.0,87.83,8,8.0,2025-08-01
BTCO,6.0,91.04,8,14.0,2025-08-01
JOBY,0.0,98.03,8,8.0,2025-08-01
GOGO,0.0,96.91,8,8.0,2025-08-01
SIFY,0.0,96.63,8,8.0,2025-08-01
ONLN,6.0,86.75,8,14.0,2025-08-01
AGIX,6.0,85.78,8,14.0,2025-08-01
KEP,4.0,95.29,8,12.0,2025-08-01
ARKF,6.0,94.38,8,14.0,2025-08-01
PSIX,0.0,98.82,8,8.0,2025-08-01
VIGL,0.0,98.12,8,8.0,2025-08-01
WW,0.0,99.98,8,8.0,2025-08-01
NTRS,4.0,89.53,8,12.0,2025-08-01
COEP,0.0,94.68,8,8.0,2025-08-01
DB,0.0,94.9,8,8.0,2025-08-01
SCC,6.0,94.03,8,14.0,2025-08-01
COMM,6.0,96.56,8,14.0,2025-08-01
BRRR,6.0,91.08,8,14.0,2025-08-01
DALN,5.0,98.4,8,13.0,2025-08-01
MISL,6.0,85.47,8,14.0,2025-08-01
HIMS,4.0,97.61,8,12.0,2025-08-01
GSIB,6.0,88.22,8,14.0,2025-08-01
NG,0.0,89.77,8,8.0,2025-08-01
ALAI,6.0,90.92,8,14.0,2025-08-01
TMAT,6.0,89.01,8,14.0,2025-08-01
FIG,0.0,99.1,8,8.0,2025-08-01
JFBR,5.0,99.72,8,13.0,2025-08-01
JBL,6.0,94.99,8,14.0,2025-08-01
CPS,0.0,94.79,8,8.0,2025-08-01
IQM,6.0,86.92,8,14.0,2025-08-01
TOI,0.0,99.01,8,8.0,2025-08-01
TOST,0.0,93.07,8,8.0,2025-08-01
DAIO,0.0,86.82,8,8.0,2025-08-01
ROK,4.0,89.69,8,12.0,2025-08-01
PWRD,6.0,88.16,8,14.0,2025-08-01
ALMU,4.0,98.92,8,12.0,2025-08-01
EWP,6.0,86.07,8,14.0,2025-08-01
TZUP,0.0,98.07,8,8.0,2025-08-01
INTU,5.0,87.23,8,13.0,2025-08-01
AFRM,0.0,94.55,8,8.0,2025-08-01
EM,0.0,85.72,8,8.0,2025-08-01
SNEX,0.0,90.72,8,8.0,2025-08-01
ERJ,4.0,93.09,8,12.0,2025-08-01
VNM,6.0,89.93,8,14.0,2025-08-01
ITRN,0.0,87.86,8,8.0,2025-08-01
TIGO,5.0,90.9,8,13.0,2025-08-01
IETC,6.0,85.48,8,14.0,2025-08-01
VERV,4.0,95.72,8,12.0,2025-08-01
ELTX,0.0,96.08,8,8.0,2025-08-01
MRCY,0.0,88.58,8,8.0,2025-08-01
ESE,0.0,90.96,8,8.0,2025-08-01
EZBC,6.0,91.12,8,14.0,2025-08-01
ROKU,4.0,90.34,8,12.0,2025-08-01
ODDS,6.0,88.28,8,14.0,2025-08-01
PSIL,6.0,91.76,8,14.0,2025-08-01
IOBT,0.0,96.97,8,8.0,2025-08-01
DIST,0.0,97.88,8,8.0,2025-08-01
PLBY,0.0,95.99,8,8.0,2025-08-01
GOSS,5.0,97.07,8,13.0,2025-08-01
BUZZ,6.0,90.95,8,14.0,2025-08-01
ABCL,0.0,94.37,8,8.0,2025-08-01
MTRX,5.0,88.52,8,13.0,2025-08-01
SLGL,0.0,96.66,8,8.0,2025-08-01
AWI,5.0,89.3,8,13.0,2025-08-01
HDSN,0.0,89.81,8,8.0,2025-08-01
AEM,0.0,89.43,8,8.0,2025-08-01
SENEB,0.0,92.14,8,8.0,2025-08-01
PPA,6.0,85.68,8,14.0,2025-08-01
AAME,0.0,92.09,8,8.0,2025-08-01
GE,0.0,91.79,8,8.0,2025-08-01
NRG,0.0,95.55,8,8.0,2025-08-01
MGYR,0.0,86.64,8,8.0,2025-08-01
FCA,6.0,87.11,8,14.0,2025-08-01
NDAQ,0.0,87.56,8,8.0,2025-08-01
ZEPP,0.0,99.02,8,8.0,2025-08-01
MNMD,0.0,88.45,8,8.0,2025-08-01
R,4.0,85.1,8,12.0,2025-08-01
UGI,0.0,86.55,8,8.0,2025-08-01
BKD,4.0,86.02,8,12.0,2025-08-01
LTM,0.0,93.13,8,8.0,2025-08-01
RDUS,5.0,93.96,8,13.0,2025-08-01
SEZL,4.0,99.08,8,12.0,2025-08-01
GLW,0.0,91.36,8,8.0,2025-08-01
TLN,0.0,97.14,8,8.0,2025-08-01
FSS,4.0,91.4,8,12.0,2025-08-01
ACMR,0.0,94.59,8,8.0,2025-08-01
FTI,5.0,87.37,8,13.0,2025-08-01
CRDO,0.0,98.13,8,8.0,2025-08-01
SPMO,6.0,85.84,8,14.0,2025-08-01
XAR,6.0,89.04,8,14.0,2025-08-01
PGY,0.0,97.96,8,8.0,2025-08-01
ICAD,0.0,96.75,8,8.0,2025-08-01
VRNA,0.0,97.89,8,8.0,2025-08-01
SCHW,0.0,88.06,8,8.0,2025-08-01
KEN,0.0,95.15,8,8.0,2025-08-01
ARKW,6.0,94.87,8,14.0,2025-08-01
HNRG,0.0,94.7,8,8.0,2025-08-01
RILYK,6.0,89.45,8,14.0,2025-08-01
PAC,0.0,85.91,8,8.0,2025-08-01
WPM,0.0,89.55,8,8.0,2025-08-01
ULS,0.0,90.49,8,8.0,2025-08-01
NCSM,4.0,86.59,8,12.0,2025-08-01
METU,6.0,94.74,8,14.0,2025-08-01
CX,0.0,92.35,8,8.0,2025-08-01
RMBS,0.0,92.79,8,8.0,2025-08-01
KTOS,0.0,96.96,8,8.0,2025-08-01
ABVX,0.0,99.46,8,8.0,2025-08-01
FNGO,6.0,92.15,8,14.0,2025-08-01
RYAAY,0.0,90.27,8,8.0,2025-08-01
MIR,0.0,94.4,8,8.0,2025-08-01
BTRN,6.0,88.94,8,14.0,2025-08-01
SOC,0.0,93.36,8,8.0,2025-08-01
BBIO,4.0,93.22,8,12.0,2025-08-01
RAPT,0.0,99.37,8,8.0,2025-08-01
PLTR,4.0,98.22,8,12.0,2025-08-01
BN,0.0,85.74,8,8.0,2025-08-01
SHLD,6.0,92.31,8,14.0,2025-08-01
VEEV,4.0,88.36,8,12.0,2025-08-01
SANM,4.0,93.54,8,12.0,2025-08-01
RNW,0.0,85.43,8,8.0,2025-08-01
DOUG,0.0,93.61,8,8.0,2025-08-01
IBIT,6.0,91.0,8,14.0,2025-08-01
PRLB,0.0,86.47,8,8.0,2025-08-01
ZLAB,4.0,91.27,8,12.0,2025-08-01
ESPO,6.0,88.99,8,14.0,2025-08-01
TME,5.0,94.8,8,13.0,2025-08-01
LPLA,4.0,90.5,8,12.0,2025-08-01
OCFT,4.0,97.76,8,12.0,2025-08-01
UCL,0.0,96.99,8,8.0,2025-08-01
TBMCR,6.0,95.44,8,14.0,2025-08-01
CCRD,0.0,95.68,8,8.0,2025-08-01
MTZ,0.0,92.86,8,8.0,2025-08-01
WNS,0.0,88.93,8,8.0,2025-08-01
BVN,0.0,85.46,8,8.0,2025-08-01
ASPI,0.0,97.01,8,8.0,2025-08-01
BYFC,0.0,88.32,8,8.0,2025-08-01
PXLW,0.0,99.85,8,8.0,2025-08-01
INDV,0.0,95.84,8,8.0,2025-08-01
GSL,0.0,86.46,8,8.0,2025-08-01
NEM,0.0,88.25,8,8.0,2025-08-01
NFG,4.0,87.08,8,12.0,2025-08-01
MYRG,0.0,91.34,8,8.0,2025-08-01
CHN,5.0,90.16,8,13.0,2025-08-01
SSBI,0.0,91.7,8,8.0,2025-08-01
DLTR,0.0,91.61,8,8.0,2025-08-01
LINC,0.0,93.11,8,8.0,2025-08-01
CLBR,0.0,94.83,8,8.0,2025-08-01
WTS,4.0,87.47,8,12.0,2025-08-01
AZZ,0.0,89.06,8,8.0,2025-08-01
FRHC,0.0,94.0,8,8.0,2025-08-01
VIRT,0.0,87.36,8,8.0,2025-08-01
PFGC,4.0,86.49,8,12.0,2025-08-01
WWD,6.0,92.55,8,14.0,2025-08-01
QD,0.0,95.06,8,8.0,2025-08-01
RL,0.0,91.3,8,8.0,2025-08-01
MP,0.0,98.44,8,8.0,2025-08-01
DY,0.0,92.97,8,8.0,2025-08-01
AVXL,0.0,92.67,8,8.0,2025-08-01
SNOW,0.0,93.48,8,8.0,2025-08-01
OSS,0.0,97.23,8,8.0,2025-08-01
SPNT,0.0,88.02,8,8.0,2025-08-01
GGME,6.0,85.3,8,14.0,2025-08-01
BNGE,6.0,89.66,8,14.0,2025-08-01
SLNO,0.0,92.96,8,8.0,2025-08-01
PVLA,0.0,96.95,8,8.0,2025-08-01
SPRX,6.0,92.07,8,14.0,2025-08-01
BE,0.0,97.87,8,8.0,2025-08-01
BWEB,6.0,91.57,8,14.0,2025-08-01
CALM,0.0,85.06,8,8.0,2025-08-01
TWLO,4.0,93.19,8,12.0,2025-08-01
MCRI,0.0,88.21,8,8.0,2025-08-01
URBN,0.0,94.15,8,8.0,2025-08-01
GL,0.0,87.48,8,8.0,2025-08-01
PINS,0.0,88.09,8,8.0,2025-08-01
XGN,0.0,97.75,8,8.0,2025-08-01
DOMO,0.0,97.09,8,8.0,2025-08-01
NUKZ,6.0,92.73,8,14.0,2025-08-01
META,0.0,90.54,8,8.0,2025-08-01
CHAT,6.0,90.84,8,14.0,2025-08-01
AAMI,0.0,94.02,8,8.0,2025-08-01
RTX,5.0,86.86,8,13.0,2025-08-01
MGRM,0.0,96.94,8,8.0,2025-08-01
GROY,0.0,96.07,8,8.0,2025-08-01
FUTU,0.0,95.94,8,8.0,2025-08-01
TRVI,0.0,95.57,8,8.0,2025-08-01
ESLT,5.0,95.28,8,13.0,2025-08-01
IPX,7.0,96.6,8,15.0,2025-08-01
COOP,4.0,93.04,8,12.0,2025-08-01
PUK,5.0,90.61,8,13.0,2025-08-01
LQDA,0.0,92.41,8,8.0,2025-08-01
ATFV,6.0,90.42,8,14.0,2025-08-01
BTCW,6.0,91.13,8,14.0,2025-08-01
AIP,0.0,88.51,8,8.0,2025-08-01
DAVE,0.0,98.81,8,8.0,2025-08-01
LYG,0.0,88.49,8,8.0,2025-08-01
SIXG,6.0,86.03,8,14.0,2025-08-01
GTES,0.0,88.9,8,8.0,2025-08-01
AIRT,0.0,87.49,8,8.0,2025-08-01
VEON,0.0,93.05,8,8.0,2025-08-01
CCLDO,0.0,89.34,8,8.0,2025-08-01
BWFG,0.0,88.12,8,8.0,2025-08-01
SIMO,4.0,91.09,8,12.0,2025-08-01
METV,6.0,89.86,8,14.0,2025-08-01
TSM,0.0,90.23,8,8.0,2025-08-01
DASH,4.0,94.18,8,12.0,2025-08-01
PHAR,0.0,88.61,8,8.0,2025-08-01
IAI,6.0,86.96,8,14.0,2025-08-01
MSB,0.0,85.7,8,8.0,2025-08-01
XTKG,5.0,99.0,8,13.0,2025-08-01
U,4.0,90.71,8,12.0,2025-08-01
EVLV,5.0,96.24,8,13.0,2025-08-01
RLX,0.0,85.44,8,8.0,2025-08-01
WGS,0.0,96.67,8,8.0,2025-08-01
UUU,0.0,96.25,8,8.0,2025-08-01
FROG,4.0,87.4,8,12.0,2025-08-01
FHI,0.0,87.38,8,8.0,2025-08-01
TGS,0.0,86.34,8,8.0,2025-08-01
SMCI,0.0,93.94,8,8.0,2025-08-01
GENI,0.0,89.47,8,8.0,2025-08-01
BPMC,5.0,90.78,8,13.0,2025-08-01
COMP,0.0,86.56,8,8.0,2025-08-01
THM,0.0,97.16,8,8.0,2025-08-01
ALG,4.0,86.43,8,12.0,2025-08-01
