group_name,sector,industry,group_member_count,group_return_20d,group_return_60d,group_mansfield_rs,group_rs_slope_20d,group_pct_above_50dma,group_new_high_share,group_return_20d_score,group_return_60d_score,group_mansfield_score,group_rs_slope_score,industry_rs_pct,sector_rs_pct,group_strength_score,group_rank
Banks - Diversified,Financial Services,Banks - Diversified,19,0.029314544073446587,0.16933981214079794,14.898154782816404,0.02580463193059801,0.8421052631578947,0.8421052631578947,47.257729626348585,61.32374574853703,64.6976468632192,47.811824092174945,86.16352201257862,53.75,68.3955228419629,24
Airlines,Industrials,Airlines,18,0.05191455830372228,0.13222101291493446,19.14098400317432,0.04339031686511145,0.8888888888888888,0.4444444444444444,51.09175161743863,57.82856964059416,68.33056836033643,50.792457038204944,79.87421383647799,66.875,68.22364794897311,25
Discount Stores,Consumer Defensive,Discount Stores,9,0.04468485416519272,0.1464338869528514,6.564139836152961,0.03766219469631739,1.0,0.6666666666666666,49.86525483855324,59.16688065276493,57.56164857421056,49.82158614413563,82.38993710691824,62.5,68.21462361596448,26
Biotechnology,Healthcare,Biotechnology,696,0.06037226376249794,0.3942715395043327,11.226411235654814,0.05269022384159731,0.4339080459770115,0.15373563218390804,52.52657499377384,82.50374121702073,61.553717336105315,52.36871689003054,93.71069182389937,73.125,67.9442854146537,27
CLUSTER_3_0,FALLBACK_CLUSTER,CLUSTER_3_0,222,0.03159534784967729,0.14386550649252877,3.44312285313955,0.019388870295550788,1.0,0.9594594594594594,47.64466087985704,58.925037106953994,54.8892785348855,46.72440380831859,81.76100628930818,55.00000000000001,67.5046074192754,28
Beverages - Brewers,Consumer Defensive,Beverages - Brewers,7,0.08676747156836417,0.10946365103874212,-4.19747981776079,0.08498707327651493,1.0,0.42857142857142855,57.00443974889918,55.68569354631428,48.34701433983887,57.84277455893356,76.72955974842768,80.0,67.11388526489814,29
Residential Construction,Consumer Cyclical,Residential Construction,21,0.12709869347693956,0.09623076932312732,1.3733678201571486,0.12247724739895427,0.9047619047619048,0.09523809523809523,63.84650587104625,54.43966045859996,53.11705128684792,64.19705922614237,72.95597484276729,88.125,66.62590541838786,30
Communication Equipment,Technology,Communication Equipment,51,0.09958197568293616,0.10279522197231543,20.275994084484065,0.09280425716771333,0.5294117647058824,0.29411764705882354,59.178380441129605,55.05778169473029,69.30242046884226,59.1677247066274,74.84276729559748,84.375,66.37466703566324,31
Thermal Coal,Energy,Thermal Coal,6,0.06798486665457937,0.07841805998526996,16.27040763043979,0.06378776808527163,0.6666666666666666,0.5,53.818029353062535,52.76238216851913,65.87263803318922,54.2496618811354,69.81132075471697,75.625,64.48671708179505,32
Diagnostics & Research,Healthcare,Diagnostics & Research,56,0.03635722079908334,0.21174223210936904,11.720113659201095,0.031110257520277435,0.5357142857142857,0.375,48.45249778742597,65.31643754579333,61.976449917250505,48.711085195213464,88.67924528301887,57.49999999999999,64.2217625840409,33
Confectioners,Consumer Defensive,Confectioners,5,0.24162018739565688,-0.0015127309005089629,-3.569595722465391,0.23958610143099826,1.0,0.4,83.27472045812577,45.23594822077732,48.884639945072216,84.04607334754687,42.76729559748428,96.25,63.921054779182114,34
REIT - Healthcare Facilities,Real Estate,REIT - Healthcare Facilities,19,0.040743046303262295,0.1093432032159203,8.257257819314388,0.03327141504736311,0.7368421052631579,0.6842105263157895,49.19653941769979,55.674351952260594,59.01138043913442,49.07738411110898,76.10062893081762,60.62499999999999,63.65757311262284,35
Real Estate - Diversified,Real Estate,Real Estate - Diversified,3,0.008293589523277559,0.19730861398913793,12.74229492341764,0.0066417511756693415,0.6666666666666666,0.6666666666666666,43.69159018953862,63.95734085470609,62.851692378319804,44.5638690690023,87.42138364779875,38.75,63.18765700151505,36
Publishing,Communication Services,Publishing,10,0.044754578298469114,0.21425071324526304,0.9545586776974062,0.036591683549414035,0.5,0.3,49.87708332049876,65.55264085829955,52.758446059578624,49.64014306668743,89.30817610062893,63.125,62.88430982097773,37
Conglomerates,Industrials,Conglomerates,28,0.042821836443651756,0.1544133091245197,1.5564109710027565,0.03938937234397526,0.6428571428571429,0.39285714285714285,49.54919968737507,59.91823808649818,53.27378194063345,50.11432894144073,83.01886792452831,61.25000000000001,62.41403427387199,38
Metal Fabrication,Industrials,Metal Fabrication,19,0.0382947421603376,0.14141539585960705,8.963084995616748,0.0337113353192056,0.631578947368421,0.3684210526315789,48.78119224892344,58.69433007104218,59.61574478869033,49.15194707870239,80.50314465408806,58.75,62.20594170254492,39
Solar,Technology,Solar,27,0.08753649129412727,0.07697963945347935,14.615688648194832,0.08130066136541594,0.48148148148148145,0.18518518518518517,57.134901549060714,52.626937779671934,64.45578530354328,57.21795722393773,68.55345911949685,81.25,61.79069159164991,40
Drug Manufacturers - General,Healthcare,Drug Manufacturers - General,23,0.07045832220374725,0.1423581968104711,-4.2960687213504665,0.06174010086717257,0.4782608695652174,0.30434782608695654,54.23764337953466,58.783105985854355,48.26259761490693,53.902598664917235,81.13207547169812,76.875,61.78509332250851,41
Financial Services,Financial Services,Financial Services,1,0.05912411904333803,,,0.057389007511448265,1.0,1.0,52.31483113146639,50.0,50.0,53.165123141181944,50.0,71.875,61.12847466971996,42
Medical Devices,Healthcare,Medical Devices,159,0.1061554372551118,0.10613223122445889,-7.0131321581581645,0.0974501296710231,0.4591194968553459,0.12578616352201258,60.293547713526465,55.372000776525084,45.93611270213987,59.95516293823376,75.47169811320755,85.625,60.70025508957486,43
Real Estate Services,Real Estate,Real Estate Services,55,0.024302565681189964,0.22360779202267472,-1.8849851361620555,0.018277302093978327,0.5636363636363636,0.2545454545454545,46.40746310974446,66.43372103505702,50.3270873534872,46.53600188847846,89.937106918239,50.0,60.56327667931547,44
Electrical Equipment & Parts,Industrials,Electrical Equipment & Parts,52,0.08896214089606465,0.037454478592786396,14.913637147138207,0.08249074012950106,0.5,0.2692307692307692,57.376758561614906,48.90517412394908,64.71090363393742,57.419666056196014,60.37735849056604,81.875,60.16095539221998,45
Specialty Industrial Machinery,Industrials,Specialty Industrial Machinery,79,0.05583851957550509,0.05751888997091246,0.9089574159634112,0.04851510046657819,0.6962025316455697,0.379746835443038,51.75743941988464,50.79447692283647,52.71939999021195,51.66106687061626,66.0377358490566,70.625,59.350887059243775,46
Home Improvement Retail,Consumer Cyclical,Home Improvement Retail,7,0.05275185059162183,0.056548001797835666,-4.628523849809588,0.04929691737229745,0.8571428571428571,0.2857142857142857,51.23379564502496,50.70305626223337,47.9779329913084,51.79357858316131,65.40880503144653,68.125,58.92191282910039,47
Steel,Basic Materials,Steel,28,0.03144166449707318,0.07732777180519299,4.744200542942383,0.02575022637295268,0.6785714285714286,0.5357142857142857,47.618588977974824,52.659718578175344,56.00332599312979,47.80260278528991,69.18238993710692,54.37499999999999,58.52555860170216,48
CLUSTER_2_1,FALLBACK_CLUSTER,CLUSTER_2_1,336,0.029196202295526757,0.04198960084068757,1.000035714945253,0.024225152714953777,0.8303571428571429,0.8095238095238095,47.23765331248496,49.332209783993264,52.797385761758996,47.544114997803575,62.264150943396224,53.125,58.4643243396634,49
Oil & Gas Midstream,Energy,Oil & Gas Midstream,59,0.059576320541942236,0.03788671441558072,-4.820343356329116,0.0539306437996523,0.7457627118644068,0.3898305084745763,52.39154570661607,48.945874263833325,47.81368758509277,52.57895815203767,61.0062893081761,72.5,57.849408787455275,50
Farm & Heavy Construction Machinery,Industrials,Farm & Heavy Construction Machinery,31,0.06349551659772285,0.05184137972463818,-4.76111315044514,0.056304153918897315,0.6774193548387096,0.22580645161290322,53.05642510501604,50.259871855344095,47.86440343460237,52.98124913390742,64.77987421383648,74.375,57.81177599811802,51
REIT - Hotel & Motel,Real Estate,REIT - Hotel & Motel,19,0.004149954952947577,0.16468542524163804,-5.290682328074569,0.0002446449182552832,0.7368421052631579,0.3157894736842105,42.98863549651,60.885479904103924,47.41095995391984,43.47961072244899,84.90566037735849,34.375,57.34906882106311,52
Chemicals,Basic Materials,Chemicals,19,0.07481115698653935,0.03703392641472383,-8.737367142038767,0.0680620216499676,0.7368421052631579,0.15789473684210525,54.97608823672637,48.865574138077676,44.45973691285156,54.974113674856305,59.11949685534591,77.5,56.58768698256562,53
Food Distribution,Consumer Defensive,Food Distribution,14,0.03282950122345155,0.043193375524668065,3.0651128259923834,0.02892316190747953,0.7142857142857143,0.42857142857142855,47.85403115401775,49.4455594774786,54.5656075402672,48.34038998124263,62.893081761006286,55.625,56.38851685486982,54
Mortgage Finance,Financial Services,Mortgage Finance,15,0.043275889996859086,0.018331414302344726,12.059668132795414,0.03976142417852953,0.7333333333333333,0.5333333333333333,49.62622845781706,47.10451034137619,62.267193353409624,50.17738875172579,49.685534591194966,61.875,56.310457621290844,55
CLUSTER_2_0,FALLBACK_CLUSTER,CLUSTER_2_0,1503,0.016169920988770944,0.03303312742586965,-1.4878132765892724,0.009214053155935853,0.8822355289421158,0.9760479041916168,45.027785279511704,48.48885136336082,50.667165662500615,44.999853681377175,56.60377358490566,44.375,56.24627426736862,56
Department Stores,Consumer Cyclical,Department Stores,3,-0.023190198899166292,0.11928716009046703,12.741225709417888,-0.04133516292502063,0.6666666666666666,0.3333333333333333,38.35046358915049,56.610693676971145,62.85077686409027,36.432165848463285,78.61635220125787,18.125,54.68996566253554,57
Integrated Freight & Logistics,Industrials,Integrated Freight & Logistics,29,0.07978033273147234,0.021325040403881324,-5.72978410514686,0.07003271174241038,0.6206896551724138,0.2413793103448276,55.819093417587794,47.38639581839653,47.034979163155484,55.30812988393906,51.57232704402516,78.125,54.544124291563485,58
REIT - Industrial,Real Estate,REIT - Industrial,18,0.05278702197028814,0.004319021829782468,-1.4772041524697939,0.043984005205715486,0.8888888888888888,0.2777777777777778,51.239762359819466,45.78507705132803,50.67624972247039,50.89308246361589,44.65408805031446,68.75,54.153521793956195,59
Banks - Regional,Financial Services,Banks - Regional,391,-0.010433245006252163,0.08362554031841501,-0.8252847781538041,-0.017353196175807488,0.7749360613810742,0.618925831202046,40.51464106560679,53.25272833333551,51.23445552957095,40.496917404600396,71.0691823899371,25.0,54.01064546639401,60
REIT - Specialty,Real Estate,REIT - Specialty,21,0.035542333178154216,0.046893408254540594,-7.558073582462716,0.030183109835168868,0.6666666666666666,0.23809523809523808,48.314254641776806,49.79396153427374,45.46950673894754,48.55394107791801,63.52201257861635,56.875,53.58933169928034,61
Utilities - Renewable,Utilities,Utilities - Renewable,24,0.016584857639839162,0.08957695603895349,-2.217880631281312,0.00891510139006522,0.5416666666666666,0.16666666666666666,45.09817798939653,53.81312485662518,50.0420456660421,44.949183748079385,72.32704402515722,45.0,53.236209323569724,62
Insurance - Life,Financial Services,Insurance - Life,21,0.008213479421967157,0.08252639786680688,-3.315347698584076,0.002248273398292324,0.5714285714285714,0.42857142857142855,43.677999760479466,53.1492310080931,49.1023397542293,43.81920972478763,70.44025157232704,38.125,52.873046765951706,63
Utilities - Regulated Electric,Utilities,Utilities - Regulated Electric,42,0.0209143727824447,0.0251714964847033,-1.0564841958959206,0.01285336804238236,0.6666666666666666,0.7142857142857143,45.83266674229607,47.74858537394047,51.03649108386426,45.61668844737659,53.459119496855344,48.125,52.67868187782039,64
Specialty Business Services,Industrials,Specialty Business Services,47,0.02754023196747112,0.059170942162597044,-0.057884003259569376,0.022467178827121088,0.46808510638297873,0.1276595744680851,46.95672310643879,50.95003727149741,51.89154225807767,47.24615248409729,67.29559748427673,52.5,52.53486895197049,65
Rental & Leasing Services,Industrials,Rental & Leasing Services,23,0.048930452454147726,0.010306695838643859,-5.527960485197677,0.038861708508771776,0.782608695652174,0.34782608695652173,50.585507358721195,46.34888772339688,47.20779058908356,50.02489414163095,45.911949685534594,65.0,52.45747780665258,66
Specialty Retail,Consumer Cyclical,Specialty Retail,51,0.05526391336243804,0.03362133395075512,-12.395870177270261,0.0506992962550317,0.5098039215686274,0.19607843137254902,51.65995926634718,48.54423799857513,41.327144570885935,52.03127058755352,57.23270440251572,70.0,51.75545407716473,67
Utilities - Regulated Gas,Utilities,Utilities - Regulated Gas,15,0.0181303971023712,0.0364968591525934,-1.5239910985850311,0.01441563939511145,0.4666666666666667,0.7333333333333333,45.36037394321621,48.81500287224727,50.63618841113809,45.88148094661238,57.861635220125784,45.625,51.45528619929956,68
Real Estate - Development,Real Estate,Real Estate - Development,18,0.056683635680312996,0.022881147694830316,-6.29772758189482,0.045618959470878274,0.5,0.16666666666666666,51.900810733629974,47.53292181433799,46.54867769810355,51.170194135191004,52.20125786163522,71.25,51.41929712984114,69
REIT - Retail,Real Estate,REIT - Retail,32,0.01465116242861815,0.018506669622198962,-6.945439719816612,0.009244409710458947,0.8125,0.65625,44.770132622329676,47.121012712668346,45.99407433615128,45.00499887457701,50.314465408805034,43.125,51.080052384047804,70
Drug Manufacturers - Specialty & Generic,Healthcare,Drug Manufacturers - Specialty & Generic,86,0.014267117967751547,0.058287946004315985,-1.562311877243317,0.009042251093712834,0.4883720930232558,0.18604651162790697,44.704980676250536,50.866892688693156,50.60337625364988,44.97073460590388,66.66666666666666,42.5,50.768731776075626,71
Building Products & Equipment,Industrials,Building Products & Equipment,39,0.053084238564990664,1.4696936535026146e-06,-12.064872248664875,0.04462012940359837,0.717948717948718,0.2564102564102564,51.29018422896501,45.37852820315082,41.610561467461,51.00090042743346,44.0251572327044,69.375,50.4275705178666,72
Advertising Agencies,Communication Services,Advertising Agencies,47,0.3482528646235946,-0.0817926509407537,-11.452720462335757,0.3408741975617178,0.3829787234042553,0.0851063829787234,100.0,37.676639613705866,42.134716286934534,100.0,16.9811320754717,98.125,50.413959386561594,73
Footwear & Accessories,Consumer Cyclical,Footwear & Accessories,16,-0.029195141542860056,0.09999998792248421,3.461355531230061,-0.03476547734935899,0.625,0.125,37.33174378142958,54.79457718728838,54.904890261105166,37.545675009169564,73.58490566037736,13.750000000000002,49.39392375325865,74
REIT - Mortgage,Real Estate,REIT - Mortgage,49,-0.000955513654652042,0.037120503261140476,-8.40288181348664,-0.009460926363402062,0.7346938775510204,0.40816326530612246,42.12250865619438,48.87372637714271,44.7461398947903,41.834594015401365,59.74842767295597,29.375,48.8860889353813,75
Beverages - Non-Alcoholic,Consumer Defensive,Beverages - Non-Alcoholic,16,0.05262763089027012,-0.01251011304983664,-7.9964107807432985,0.04904836788016179,0.6875,0.3125,51.21272215976711,44.200413986376084,45.094180618589256,51.75145143214402,35.84905660377358,67.5,48.64554999726392,76
Travel Services,Consumer Cyclical,Travel Services,21,-0.006082074132761718,0.06694708695467388,-1.538405897671859,-0.01179926941693649,0.47619047619047616,0.23809523809523808,41.25280364577033,51.68225372396912,50.62384574289496,41.438263569903256,67.9245283018868,28.125,48.633178095694106,77
Shell Companies,Financial Services,Shell Companies,294,0.005355467704044703,0.025635016294237704,-3.3839952823006327,-0.0011210990241954314,0.5238095238095238,0.6904761904761905,43.193146978279515,47.79223127298977,49.04356027722079,43.24812804742846,54.088050314465406,35.625,48.623145998577606,78
Scientific & Technical Instruments,Technology,Scientific & Technical Instruments,34,0.010847802497205255,0.030625725806101352,-4.273566319131737,0.003444004850585949,0.6176470588235294,0.2647058823529412,44.12490446147601,48.262165888638506,48.28186529138209,44.02187664248704,55.34591194968554,40.0,48.437803303783056,79
CLUSTER_2_2,FALLBACK_CLUSTER,CLUSTER_2_2,7,-0.02049946738250333,0.03666776604109177,4.8422851984511635,-0.0240415687558261,0.7142857142857143,0.2857142857142857,38.80693780646247,48.83109578704571,56.08731095576401,39.363291745914694,58.490566037735846,19.375,48.02193252168928,80
Specialty Chemicals,Basic Materials,Specialty Chemicals,59,0.01241049913756722,0.025881460519287452,-10.650150938084197,0.006912469896522861,0.6949152542372882,0.23728813559322035,44.39001107705167,47.815436925793705,42.821916248600374,44.609753726977694,54.71698113207547,41.25,48.00676710721505,81
Asset Management,Financial Services,Asset Management,526,0.011671728310819566,0.015055013868734143,-6.6721465316637465,0.005021511393011385,0.596958174904943,0.6045627376425855,44.26468090835063,46.79599830018844,46.22808156262468,44.289251384525265,48.42767295597484,40.625,47.75798195505244,82
Farm Products,Consumer Defensive,Farm Products,28,0.12491943375454594,-0.07334765222633702,-11.075769179475607,0.11794654735791467,0.5357142857142857,0.4642857142857143,63.47680124985353,38.47183661236499,42.45748073201231,63.429141805741054,19.49685534591195,87.5,47.53798526016641,83
"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Furnishings, Fixtures & Appliances",37,0.002958653772903839,0.02504778277907525,-3.7951373328554894,-0.0025207360828379175,0.7297297297297297,0.21621621621621623,42.78653496348553,47.73693625820521,48.69151999554677,43.01090076029068,52.83018867924528,33.125,47.484653417642406,84
Healthcare Plans,Healthcare,Healthcare Plans,12,0.06438678199834885,-0.023578811803723104,-11.48755898569677,0.05599344869420763,0.6666666666666666,0.08333333333333333,53.20762550299277,43.158164446050314,42.10488580970515,52.92858708334399,32.70440251572327,75.0,47.22737139425912,85
Entertainment,Communication Services,Entertainment,57,-0.03752896935372295,0.12492332839729932,-8.800300903544667,-0.04338106682822798,0.42105263157894735,0.19298245614035087,35.91793586205216,57.14140590951177,44.40584989473351,36.08540150001626,79.24528301886792,11.25,46.65726030041391,86
Staffing & Employment Services,Industrials,Staffing & Employment Services,21,0.10135105426273347,-0.045867969678769924,-18.113616572135744,0.0939777076682069,0.6666666666666666,0.09523809523809523,59.47849910963129,41.059375323132016,36.43132559865329,59.36661518119983,25.78616352201258,85.0,46.65337554184884,87
Credit Services,Financial Services,Credit Services,53,0.022040391610381804,0.03215019342270614,-6.762770638602873,0.014882312898685671,0.33962264150943394,0.18867924528301888,46.02369232770959,48.4057126331996,46.15048469290471,45.96057837301189,55.9748427672956,48.75,46.620055384390675,88
Marine Shipping,Industrials,Marine Shipping,41,-0.019412187192126076,0.04010277651561803,-7.485645981760624,-0.023369429361490588,0.6097560975609756,0.3902439024390244,38.99139150272602,49.15454284868267,45.53152285458866,39.47721399748132,61.63522012578616,20.625,46.42180310044632,89
Medical Instruments & Supplies,Healthcare,Medical Instruments & Supplies,62,-0.02490688126960582,0.10956861200169209,-14.960032290722475,-0.030425675071005222,0.4838709677419355,0.08064516129032258,38.05923377429645,55.69557686844809,39.13158137938226,38.281236785596626,77.35849056603774,16.25,46.12381715424613,90
Utilities - Independent Power Producers,Utilities,Utilities - Independent Power Producers,7,0.04585468325488023,-0.0029007231350395607,7.501194153697126,0.03595126373316404,0.14285714285714285,0.14285714285714285,50.063712698357165,45.10525225546275,58.36400110771308,49.531597029913,42.138364779874216,64.375,46.026580689668165,91
Utilities - Regulated Water,Utilities,Utilities - Regulated Water,15,0.01582093804090017,-0.01858949041792833,-7.699256909871902,0.007125687963812721,0.8,0.4666666666666667,44.9685814098584,43.62796835313165,45.348618548888325,44.64589248406447,34.59119496855346,43.75,45.72143983204129,92
Trucking,Industrials,Trucking,16,0.025784433189427858,-0.0050104602211736154,-14.542489350419904,0.019567233670984653,0.75,0.125,46.65885731492398,44.906595434356355,39.48910242135972,46.754634973903734,40.88050314465409,51.24999999999999,45.4199344111097,93
Utilities - Diversified,Utilities,Utilities - Diversified,8,0.007767988441830173,0.011672176279478683,-3.1839409007777695,0.0026324232611314724,0.375,0.5,43.60242360387734,46.477463935779944,49.214856793172856,43.884320054106915,47.16981132075472,37.5,44.69853412298285,94
Auto & Truck Dealerships,Consumer Cyclical,Auto & Truck Dealerships,28,0.0954324581471175,-0.08422081847769995,-18.009494710256885,0.0851529938503985,0.75,0.21428571428571427,58.47442772133752,37.447998781076144,36.52047991778652,57.8708967691735,15.09433962264151,83.125,44.6338234969545,95
Auto Parts,Consumer Cyclical,Auto Parts,61,0.037829936448944966,-0.03569584727489682,-4.82243904488161,0.03164074653168979,0.5245901639344263,0.29508196721311475,48.70233940834972,42.01720154419994,47.81189315227491,48.80099883979487,30.18867924528302,58.12500000000001,44.056680982858026,96
Industrial Distribution,Industrials,Industrial Distribution,20,0.0014289600012449555,-0.011776636270169035,-6.596122085434012,-0.003961831532596105,0.8,0.3,42.527027181746305,44.269479542630364,46.29317747638176,42.76664660744316,36.477987421383645,31.874999999999996,43.46538438214724,97
Security & Protection Services,Industrials,Security & Protection Services,27,0.03950218286560375,-0.04366742774026264,-5.305288266441635,0.0334626166344218,0.5185185185185185,0.25925925925925924,48.9860308021101,41.26658250031457,47.39845362271407,49.109791250884456,27.044025157232703,59.375,43.102991365680445,98
CLUSTER_1_0,FALLBACK_CLUSTER,CLUSTER_1_0,1298,-0.0009480781080151938,-0.007796013797650434,-6.749855825642065,-0.006018084675915357,0.3882896764252696,0.9399075500770416,42.12377007351167,44.644302458534206,46.16154299838904,42.41812814557042,38.36477987421384,30.0,42.68893383974934,99
Building Materials,Basic Materials,Building Materials,18,-0.007327504095185213,0.010466404882737671,-7.608538313183377,-0.012606872724256724,0.5555555555555556,0.3333333333333333,41.041520333483845,46.363926228057075,45.42629632543345,41.301381268526576,46.540880503144656,26.25,42.67282228592336,100
Packaging & Containers,Consumer Cyclical,Packaging & Containers,23,-0.01111055360903885,-0.00824462135697021,-1.6377868344827515,-0.016531480466902754,0.6956521739130435,0.30434782608695654,40.39973777168055,44.602060725076285,50.53875083970828,40.63619164517462,37.735849056603776,24.375,42.19639003991753,101
CLUSTER_1_1,FALLBACK_CLUSTER,CLUSTER_1_1,242,0.0065007314692579945,-0.015773315242578106,-2.4806856700887088,0.00023021902262126143,0.35537190082644626,0.6487603305785123,43.38743740733349,43.893144716428644,49.81701891491739,43.4771656485174,35.22012578616352,36.25,41.90088597342427,102
Oil & Gas E&P,Energy,Oil & Gas E&P,88,0.009331822540712494,0.011834219703642734,-15.802733753372294,0.003079527820784357,0.42045454545454547,0.125,43.86772318574659,46.492722250068105,38.41001845513748,43.96010070102424,47.79874213836478,39.375,41.59691538303294,103
