symbol,price,market_cap,adr_percent,perf_1w_pct,perf_1m_pct,volume,avg_volume60
HOUS,4.619999885559082,502853024,4.11254513181245,-2.5316432775011277,23.199996948242195,1097600,1041473.3333333334
ICLR,169.19000244140625,12944388096,7.695483672672075,-9.528898234783034,12.18007838820576,1615800,1493461.6666666667
IDYA,24.350000381469727,2125615232,6.036965904205056,-0.6122433409398886,11.085767776998235,877700,1186568.3333333333
IMNM,10.520000457763672,921460288,3.612168231043021,-3.2198659749793412,21.900351312396182,560500,987580.8833333333
IMTX,6.449999809265137,787644032,6.9767414352281385,-1.676831318199612,15.384608822937306,547200,630019.7166666667
IQV,185.8600006103516,31016499200,3.2766578703817495,-6.682732179022044,12.881875189866076,1887300,2507468.3333333335
IRON,59.7599983215332,2042384768,3.246316400932609,-1.402412605607506,12.394207973542626,336100,381306.6666666667
IVZ,21.01000022888184,9192059904,3.6649236048325906,-3.6680387741860776,26.642555971311843,7071700,6141236.933333334
JOBY,16.65999984741211,14440140800,3.961583754243736,-7.955803887893009,63.97637891358472,21900000,30036100.0
KALV,13.630000114440918,659888384,3.1181161664867787,-6.515773760193955,15.704587635021227,766000,1188008.3333333333
KC,14.479999542236328,3935986688,3.2803828923467635,-8.354434383314658,22.297291854944845,2137000,2030196.6666666667
KNSA,30.26000022888184,2369964032,3.1064128451672133,14.925941194695703,10.2769666178546,617600,765183.3333333334
KODK,6.699999809265137,521025216,6.567165220094516,-1.4705938038939936,10.743795008894397,925200,1406222.9166666667
KRMN,51.70000076293945,6645211136,5.241777648899548,2.4777006562867188,14.279396208659879,1644400,1364703.9833333334
KSS,10.84000015258789,1202210560,6.3653184902667315,-15.246284715255143,17.826091057862214,8127600,13232515.833333334
LEU,215.3999938964844,3549380864,6.610959097801769,-10.622409171583236,22.06731593621609,1067200,1317895.7666666666
LITE,110.08000183105467,7403592192,4.060684180913691,5.319561200308454,20.64884306049106,2170300,2313046.6666666665
LQDA,18.690000534057617,1511365888,5.5109719487091615,-4.642856273984785,54.975123414229856,1731200,2440351.6666666665
MANH,219.66000366210935,12980190208,3.5509367490346735,0.8771543798435477,10.543000473252029,850900,768960.0
MDB,237.88999938964844,18056409088,5.927111748998223,-1.4417681559174333,16.3674646151035,2836200,2450871.6666666665
MEDP,427.2000122070313,11885867008,3.1659629002842444,-4.534174723487494,31.030890962957237,504400,505386.4666666667
METC,20.350000381469727,973311552,14.643732119778473,-9.716062311909536,69.4421315041421,3706100,1966431.6666666667
MGTX,7.650000095367432,614795328,8.888892767302908,-8.602148148578582,10.549133107299657,673600,583908.3333333334
MNMD,9.09000015258789,637669760,4.40043577355049,-6.864754719075494,28.38983404719717,1212600,1231293.3333333333
MP,61.5,11277523968,5.073175197694371,-0.9342812724669525,89.99073842854501,9606800,14570581.666666666
MRUS,66.23999786376953,4882692608,3.6684673220835853,-0.8680063359826851,24.207754714902705,845100,1167164.0833333333
MTSR,32.9900016784668,3665403648,11.639890746335826,-18.482825096654075,14.31046770883948,1893500,1017545.0
MTZ,189.2100067138672,13733937152,3.007241815709559,1.6220013066551964,11.720598743492427,1777600,844771.6666666666
NAMS,21.809999465942383,2389126912,6.05226835005419,-7.584749519465339,15.0316483074292,655800,867470.0
NBR,34.779998779296875,506076608,5.635420222151832,4.885400902711989,10.905606193822637,512400,522821.1
NEXT,11.359999656677246,2895701504,4.031691874535089,0.35335656299808615,27.069353354378876,2020800,2447081.6666666665
NIO,4.869999885559082,10815087616,10.67761792907757,-1.0162640235673814,39.94252468009092,130792100,46074583.333333336
NVDA,177.8699951171875,4236614041600,4.143481519252823,2.5187291741714635,13.112874478338643,220508800,193407262.15
NVTS,7.329999923706055,1528192640,6.48021704742949,-16.609784351343603,15.981008300814214,20707800,46548468.333333336
OKLO,76.58999633789062,10536266752,6.423813035895511,1.4437037587955226,49.2109752693475,23868700,22062043.0
ORGO,4.619999885559082,572111552,3.1385278034258377,-8.151099545677543,14.074065876051067,439400,1164713.3333333333
PENG,23.56999969482422,1195269120,3.3941419067401335,-6.319555493762985,16.683162399021477,959900,926337.0166666667
PFGC,100.4000015258789,15687146496,3.39641793853003,1.598868484045779,13.845105733594941,1281600,1360713.3333333333
PGY,30.049999237060547,2204605440,4.342763189046373,-4.512234214416888,35.48241128765122,2315300,2770151.6666666665
PII,52.90999984741211,2789864704,3.723306041172631,5.314486623693115,13.370477658640567,2055800,1662300.0
PRAX,54.220001220703125,1101759232,5.5145732407787325,-8.44309337543886,17.055271109515257,557100,354495.0
PRME,3.740000009536743,696883840,10.427810264965288,-11.163896065357271,21.824107194238064,8620100,3902344.85
PSIX,93.75,2001509376,11.861328124999986,3.568276045866381,33.41398104257684,959300,506442.63333333336
PTC,214.80999755859372,25409292288,5.442019726394517,5.0364301640101194,23.94553146650953,2618200,1099656.6666666667
RCAT,8.279999732971191,807077568,4.710149225847938,-12.473576114349783,15.96638498323557,4754700,9293048.333333334
RGTI,14.5,4557272064,10.206893394733298,-6.088080349286928,10.856269759760085,50411000,54372632.666666664
RKLB,45.91999816894531,21479182336,4.986935990507119,-3.183643530497071,28.69954533684269,12949200,23137951.666666668
RNA,36.709999084472656,4329078272,4.9850228185615215,1.2131199921581626,25.0340542279474,2950700,1885191.6666666667
RUN,10.260000228881836,2250587136,3.7036954414182617,-4.823743200094055,14.126813015543727,9370400,24517905.0
RXRX,5.949999809265137,2462717184,5.126055713495068,-8.320492771912546,14.203450397312434,21886100,28642736.666666668
RYTM,85.2300033569336,5826837504,3.1561594580095527,-1.4112129952289165,27.361036594416955,473000,734901.6666666666
RZLT,5.949999809265137,510666496,4.689072510825806,-5.555561442433876,22.427976251155425,516700,1103690.0
SANA,4.059999942779541,881920128,6.403946614438512,-17.979795975340096,39.04109029793177,3557000,4997184.583333333
SANM,116.04000091552734,5912436736,3.731473454750098,17.711502089841137,14.61873109842713,1007200,576503.3333333334
SATS,32.59000015258789,7739116544,4.940167544686913,9.841591064325605,10.512039354119619,3550600,3966155.0
SDM,21.96999931335449,553207552,28.67547265046892,24.758651629120433,106.09755748437526,1040600,411014.11666666664
SFIX,4.730000019073486,585886592,6.131087474012123,-6.336636823271313,21.28204880538234,1391100,2173582.966666667
SLDB,6.840000152587891,529430176,5.994149682247994,-2.285712105887272,40.451751813596815,1261100,1801515.0
SMCI,58.970001220703125,33803769856,6.613534755209905,8.261428124017778,20.988919142273875,46461500,45134393.9
SMMT,26.3700008392334,20103968768,5.309061713973661,-8.022320303243813,16.578248721793987,1954100,3898615.966666667
SMR,50.209999084472656,5926384640,7.110136944671313,-2.8256224815392916,42.60153476293298,12480900,14268736.666666666
SMTC,51.09999847412109,4343908864,6.066533398608704,-3.7120807085575747,16.24203716639836,2036900,2035821.6666666667
SOC,30.670000076293945,2944624896,4.845125716787149,7.087991375374192,33.46388462681951,1633000,3061540.0
SOFI,22.57999992370605,25394900992,5.845879979115478,6.509429769356556,24.613680341646948,119411700,71528040.0
STOK,12.850000381469728,704845952,3.1517488011535066,-1.908396890992703,11.255412720925273,550800,685925.7333333333
SYM,53.95000076293945,29981718528,4.6987948314423535,1.811660792724168,27.843601392346407,2078900,2124173.3333333335
TAC,12.050000190734863,3667086336,3.153527870755541,-1.7929931444265468,13.3584201411707,1627800,1423009.6833333333
TERN,5.829999923706055,507432608,3.430528505701925,-3.636367935421281,36.85445095002522,754500,873080.0
TREE,46.68000030517578,669586368,4.070268880585757,-4.8512046504159745,20.464516916582664,463100,319748.13333333336
TRIP,17.489999771118164,1914271232,3.8307609208797095,-1.8518514554290544,16.677785444779335,4390400,3916724.3
TRVI,7.40500020980835,892464128,3.902768752787855,-5.9085093076554625,23.829434551668214,1133700,1888156.6666666667
TTMI,47.25,4404644352,10.24338656632358,4.32766404250764,13.146556271856745,5726100,1816981.6666666667
TWLO,129.0,18497982464,3.2015423442042152,-1.5717973424139386,10.720107831742599,2430900,2369778.3333333335
UEC,8.670000076293945,3852505856,3.344866889286003,-2.693600170912136,30.966770788119646,11072900,14566853.333333334
UNIT,5.320000171661377,1208802688,7.330833284559109,-8.275862125664347,21.184517846472993,2856600,2268213.3333333335
UPST,81.73999786376953,7537378816,7.205773848275476,-2.142943782696427,11.377569891762196,5236400,6242690.0
URGN,19.059999465942383,896305216,3.3315857642939513,0.5804680663551887,47.06789668086753,921300,3207540.0
USAR,12.710000038146973,1343096704,13.926038542698596,5.740428902709671,20.817485599699758,6542500,2886958.3333333335
UUUU,9.09000015258789,1998887680,7.700767849446617,-9.190809742835683,45.20766485996679,15637800,12308938.116666667
VKTX,32.56999969482422,3674702592,5.250227511498554,-5.374777956235377,17.49639430594494,3754900,3544148.3333333335
VLCN,10.175000190734863,500826656,6.617196823660028,-24.067160594062244,45.66929128483002,125371,732809.2833333333
VLRS,5.889999866485596,672363072,4.074699092673587,8.272055230364494,22.19916300242386,1011500,1029643.3333333334
VNET,8.3100004196167,2015004544,6.257514775352329,0.6053291688786322,17.37288854752976,7580300,6356271.666666667
VRDN,17.520000457763672,1420516736,3.139264969692536,1.3888875091518038,15.036119398274694,763300,749084.7666666667
VRNS,55.83000183105469,6132332032,4.656991561613884,2.084482049683145,11.548456907296444,2600600,1491331.5333333334
VRT,145.60000610351562,54068547584,4.917584726623505,5.914021103236977,17.107700441735375,10868100,7165386.666666667
WRD,9.18000030517578,2461175552,12.854033398130552,-11.218567024119308,14.463837670846802,16912000,15392778.333333334
WVE,8.100000381469727,1373378176,5.061726272878468,-3.5714196510051366,20.000005651403363,1563600,1361162.7166666666
WW,42.310001373291016,3881150464,8.272275789169417,3.1448096078292354,13681.758901938812,227000,3917254.3833333333
XPOF,10.460000038146973,500477024,3.298281699527858,-3.148149505400666,40.2144770061581,381300,705107.4833333333
XPRO,10.779999732971191,1217194240,4.545452534840741,24.624279865607978,16.28909601555508,1905700,1229393.3333333333
YALA,7.809999942779541,1189396864,4.16133531989027,0.7741928100585938,15.361890174048387,356700,771283.7166666667
ZVRA,11.109999656677246,607490368,4.410439120253887,-1.0685653646534843,18.065885619888313,863200,893010.0
