symbol,data_available,image_generated,vcp_detected,vcp_confidence,vcp_confidence_level,vcp_dimensional_scores,cup_handle_detected,cup_handle_confidence,cup_handle_confidence_level,cup_handle_dimensional_scores,processing_date
JFBR,True,True,True,0.63,Medium,"{'technical_quality': np.float64(0.27121934377468393), 'volume_confirmation': np.float64(0.8419389022188707), 'temporal_validity': 1.0, 'market_context': 0.5}",False,0.412,Low,"{'technical_quality': 0.25, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.5}",2025-08-02
ARKF,True,True,True,0.648,Medium,"{'technical_quality': np.float64(0.7640854033695994), 'volume_confirmation': np.float64(0.044077300190401944), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",True,0.732,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-02
AIBU,True,True,True,0.641,Medium,"{'technical_quality': np.float64(0.6911414552795575), 'volume_confirmation': np.float64(0.09683022145028224), 'temporal_validity': 0.9, 'market_context': 1.0}",True,0.657,Medium,"{'technical_quality': 0.45, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-02
SCC,True,True,True,0.697,Medium,"{'technical_quality': np.float64(0.671211482009912), 'volume_confirmation': np.float64(0.6088785894903173), 'temporal_validity': 1.0, 'market_context': 0.4}",True,0.603,Medium,"{'technical_quality': 0.55, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 0.8, 'market_context': 0.4}",2025-08-02
XTKG,True,True,True,0.672,Medium,"{'technical_quality': np.float64(0.2936751636760243), 'volume_confirmation': np.float64(0.676896986968867), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.728,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-02
JBL,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.705,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.5}",2025-08-02
BTCL,True,True,True,0.748,Medium,"{'technical_quality': np.float64(0.8845505766013197), 'volume_confirmation': np.float64(0.27510041022153053), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",True,0.865,High,"{'technical_quality': 0.7, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-02
WWD,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-02
DALN,True,True,False,0.599,Low,"{'technical_quality': np.float64(0.30335036147369754), 'volume_confirmation': np.float64(0.37318955052629826), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.732,Medium,"{'technical_quality': 0.45, 'volume_confirmation': 1.0, 'temporal_validity': 0.7, 'market_context': 1.0}",2025-08-02
TOYO,True,True,True,0.71,Medium,"{'technical_quality': np.float64(0.8481760341185509), 'volume_confirmation': np.float64(0.15288788221970556), 'temporal_validity': 0.9, 'market_context': 1.0}",True,0.742,Medium,"{'technical_quality': 0.55, 'volume_confirmation': 0.6, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-02
FNGO,True,True,True,0.62,Medium,"{'technical_quality': np.float64(0.558422271346132), 'volume_confirmation': np.float64(0.4163677387006418), 'temporal_validity': 0.7999999999999999, 'market_context': 0.8}",True,0.698,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-02
SHLD,True,True,False,0.594,Low,"{'technical_quality': np.float64(0.4489647178439326), 'volume_confirmation': np.float64(0.3892955906023333), 'temporal_validity': 1.0, 'market_context': 0.6}",False,0.575,Low,"{'technical_quality': 0.6, 'volume_confirmation': 0.2, 'temporal_validity': 0.9000000000000001, 'market_context': 0.6}",2025-08-02
GOSS,True,True,True,0.735,Medium,"{'technical_quality': np.float64(0.5495174803174669), 'volume_confirmation': np.float64(0.5724327111037756), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.672,Medium,"{'technical_quality': 0.35, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-02
ARKQ,True,True,False,0.479,Low,"{'technical_quality': np.float64(0.37599413439031), 'volume_confirmation': np.float64(0.00999131190269331), 'temporal_validity': 0.9, 'market_context': 0.7999999999999999}",True,0.65,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-02
ARKX,True,True,False,0.578,Low,"{'technical_quality': np.float64(0.5940037550410359), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",True,0.882,High,"{'technical_quality': 0.75, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-02
NUKZ,True,True,True,0.634,Medium,"{'technical_quality': np.float64(0.6088265472338623), 'volume_confirmation': np.float64(0.08515523888606699), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.83,High,"{'technical_quality': 0.8, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-02
ARKK,True,True,False,0.544,Low,"{'technical_quality': np.float64(0.2977509772793433), 'volume_confirmation': np.float64(0.27955791666792645), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",True,0.68,Medium,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-02
TLSA,True,True,False,0.599,Low,"{'technical_quality': np.float64(0.39103427959402315), 'volume_confirmation': np.float64(0.2483681070041248), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.843,High,"{'technical_quality': 0.55, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-02
WEBL,True,True,True,0.759,Medium,"{'technical_quality': np.float64(0.7945897487519173), 'volume_confirmation': np.float64(0.4443188280332048), 'temporal_validity': 1.0, 'market_context': 0.8}",False,0.593,Low,"{'technical_quality': 0.35, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-02
BITU,True,True,True,0.753,Medium,"{'technical_quality': np.float64(0.8851441221415612), 'volume_confirmation': np.float64(0.29131717184179223), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",True,0.715,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-02
EBAY,True,True,False,0.574,Low,"{'technical_quality': np.float64(0.5153092849274195), 'volume_confirmation': np.float64(0.22648330525922772), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.74,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01
CW,True,True,False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01
BWMN,True,True,False,0.459,Low,"{'technical_quality': np.float64(0.33939759921272583), 'volume_confirmation': np.float64(0.11243251701744778), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.67,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.8999999999999999}",2025-08-01
AAME,True,True,True,0.673,Medium,"{'technical_quality': np.float64(0.4095358013013405), 'volume_confirmation': np.float64(0.8305270173439956), 'temporal_validity': 1.0, 'market_context': 0.6000000000000001}",True,0.64,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.6000000000000001}",2025-08-01
SENEA,True,True,True,0.795,Medium,"{'technical_quality': np.float64(0.7711796302651338), 'volume_confirmation': np.float64(0.7553159301158372), 'temporal_validity': 1.0, 'market_context': 0.6000000000000001}",True,0.74,Medium,"{'technical_quality': 0.55, 'volume_confirmation': 1.0, 'temporal_validity': 0.8, 'market_context': 0.6000000000000001}",2025-08-01
SENEB,True,True,True,0.62,Medium,"{'technical_quality': np.float64(0.31857667354744745), 'volume_confirmation': np.float64(0.8425798779012159), 'temporal_validity': 0.9, 'market_context': 0.6000000000000001}",False,0.42,Low,"{'technical_quality': 0.45, 'volume_confirmation': 0.0, 'temporal_validity': 0.8999999999999999, 'market_context': 0.6000000000000001}",2025-08-01
CX,True,True,False,0.545,Low,"{'technical_quality': np.float64(0.5227805745212519), 'volume_confirmation': np.float64(0.12017615545264687), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.6,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01
LQDA,True,True,False,0.445,Low,"{'technical_quality': np.float64(0.37348167844783786), 'volume_confirmation': np.float64(0.017142925693994577), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",False,0.55,Low,"{'technical_quality': 0.65, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01
CTOS,True,True,True,0.626,Medium,"{'technical_quality': np.float64(0.7122215185729479), 'volume_confirmation': np.float64(0.13549687966090984), 'temporal_validity': 1.0, 'market_context': 1.0}",False,0.5,Low,"{'technical_quality': 0.4, 'volume_confirmation': 0.2, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01
INSM,True,True,True,0.627,Medium,"{'technical_quality': np.float64(0.2938280886874832), 'volume_confirmation': np.float64(0.7651623197525822), 'temporal_validity': 0.9, 'market_context': 1.0}",False,0.56,Low,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.0, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01
CEG,True,True,False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01
SXT,True,True,True,0.671,Medium,"{'technical_quality': np.float64(0.8167483896827537), 'volume_confirmation': np.float64(0.21466806495679275), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.76,Medium,"{'technical_quality': 0.5, 'volume_confirmation': 1.0, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8}",2025-08-01
RTX,True,True,False,0.485,Low,"{'technical_quality': np.float64(0.3890459120493594), 'volume_confirmation': np.float64(0.23116797357469057), 'temporal_validity': 0.8, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01
C,True,True,False,0.525,Low,"{'technical_quality': np.float64(0.5392157764982026), 'volume_confirmation': np.float64(0.06332475461965675), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.69,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01
AVXL,True,True,False,0.41,Low,"{'technical_quality': np.float64(0.3006147022292346), 'volume_confirmation': np.float64(0.09958578846041655), 'temporal_validity': 1.0, 'market_context': 0.6}",True,0.78,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.8, 'temporal_validity': 1.0, 'market_context': 0.6}",2025-08-01
ROKU,True,True,False,0.446,Low,"{'technical_quality': np.float64(0.30415709426222104), 'volume_confirmation': np.float64(0.14657220473419635), 'temporal_validity': 0.9, 'market_context': 1.0}",False,0.54,Low,"{'technical_quality': 0.45, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01
BH,True,True,False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.66,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-01
LPLA,True,True,False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.72,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01
RMBS,True,True,False,0.53,Low,"{'technical_quality': np.float64(0.5773094276904731), 'volume_confirmation': np.float64(0.06274531623032412), 'temporal_validity': 0.9, 'market_context': 1.0}",True,0.6,Medium,"{'technical_quality': 0.6, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01
VIK,True,True,True,0.811,High,"{'technical_quality': np.float64(0.8090489160666317), 'volume_confirmation': np.float64(0.6257071156722023), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.72,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01
ROK,True,True,False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.64,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.6}",2025-08-01
BCS,True,True,False,0.493,Low,"{'technical_quality': np.float64(0.4819699591017809), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01
GE,True,True,False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.68,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01
WRBY,True,True,True,0.642,Medium,"{'technical_quality': np.float64(0.6949336013724385), 'volume_confirmation': np.float64(0.2786662962759314), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",False,0.52,Low,"{'technical_quality': 0.45, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-01
META,True,True,False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01
SNEX,True,True,False,0.575,Low,"{'technical_quality': np.float64(0.4251752289021963), 'volume_confirmation': np.float64(0.41512676475533783), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.68,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8}",2025-08-01
VEEV,True,True,False,0.431,Low,"{'technical_quality': np.float64(0.19849035061734777), 'volume_confirmation': np.float64(0.40382472785771684), 'temporal_validity': 1.0, 'market_context': 0.30000000000000004}",False,0.57,Low,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 0.30000000000000004}",2025-08-01
ESE,True,True,False,0.532,Low,"{'technical_quality': np.float64(0.32745848203849826), 'volume_confirmation': np.float64(0.5689227405599083), 'temporal_validity': 0.9, 'market_context': 0.5}",False,0.55,Low,"{'technical_quality': 0.6, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.5}",2025-08-01
CIEN,True,True,False,0.452,Low,"{'technical_quality': np.float64(0.19898409644863455), 'volume_confirmation': np.float64(0.3732200054413351), 'temporal_validity': 0.8, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01
SATS,True,True,False,0.557,Low,"{'technical_quality': np.float64(0.43342118153491227), 'volume_confirmation': np.float64(0.34464125556632275), 'temporal_validity': 1.0, 'market_context': 0.8}",False,0.46,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.0, 'temporal_validity': 0.8, 'market_context': 0.8}",2025-08-01
ACAD,True,True,True,0.697,Medium,"{'technical_quality': np.float64(0.5987747144294082), 'volume_confirmation': np.float64(0.5256332779910335), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.6,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01
X,True,True,True,0.677,Medium,"{'technical_quality': np.float64(0.8271067898700872), 'volume_confirmation': np.float64(0.22008808183625003), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",False,0.48,Low,"{'technical_quality': 0.5, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-01
RL,True,True,False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.74,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01
MYRG,True,True,False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.53,Low,"{'technical_quality': 0.6, 'volume_confirmation': 0.2, 'temporal_validity': 0.8, 'market_context': 0.7}",2025-08-01
GLW,True,True,True,0.624,Medium,"{'technical_quality': np.float64(0.7511419451767043), 'volume_confirmation': np.float64(0.07935690179906812), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01
NPO,True,True,False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.64,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01
BBVA,True,True,False,0.457,Low,"{'technical_quality': np.float64(0.2868158155602127), 'volume_confirmation': np.float64(0.14028594554473733), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01
LLYVA,True,True,False,0.444,Low,"{'technical_quality': np.float64(0.38498631955314744), 'volume_confirmation': np.float64(0.0673044832573145), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.71,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01
DLTR,True,True,False,0.365,,"{'technical_quality': np.float64(0.1608015259777243), 'volume_confirmation': np.float64(0.23704961104795325), 'temporal_validity': 0.7, 'market_context': 0.8999999999999999}",False,0.57,Low,"{'technical_quality': 0.75, 'volume_confirmation': 0.0, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8999999999999999}",2025-08-01
LLYVK,True,True,False,0.446,Low,"{'technical_quality': np.float64(0.3353201053754832), 'volume_confirmation': np.float64(0.13966902578067722), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.71,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01
SSBI,True,True,True,0.614,Medium,"{'technical_quality': np.float64(0.2969380483157636), 'volume_confirmation': np.float64(0.6499152733369313), 'temporal_validity': 1.0, 'market_context': 1.0}",False,0.54,Low,"{'technical_quality': 0.65, 'volume_confirmation': 0.0, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01
NTRS,True,True,False,0.557,Low,"{'technical_quality': np.float64(0.37361292289997683), 'volume_confirmation': np.float64(0.656918175697195), 'temporal_validity': 0.8, 'market_context': 0.5}",True,0.67,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.5}",2025-08-01
SHOP,True,True,True,0.614,Medium,"{'technical_quality': np.float64(0.776668516678998), 'volume_confirmation': np.float64(0.14449704272913022), 'temporal_validity': 1.0, 'market_context': 0.6}",False,0.48,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.6}",2025-08-01
MTZ,True,True,False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.62,Medium,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01
SOC,True,True,False,0.407,Low,"{'technical_quality': np.float64(0.3160013034106206), 'volume_confirmation': np.float64(0.0013227881589573645), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",False,0.5,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-01
INTU,True,True,False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01
U,True,True,True,0.604,Medium,"{'technical_quality': np.float64(0.3321795353713705), 'volume_confirmation': np.float64(0.5697729516221779), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.84,High,"{'technical_quality': 0.6000000000000001, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01
DOUG,True,True,True,0.647,Medium,"{'technical_quality': np.float64(0.3501506183363763), 'volume_confirmation': np.float64(0.7239318296248036), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",False,0.57,Low,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01
ZLAB,True,True,False,0.502,Low,"{'technical_quality': np.float64(0.5779339925012991), 'volume_confirmation': np.float64(0.0020548041602747244), 'temporal_validity': 1.0, 'market_context': 0.7}",False,0.41,Low,"{'technical_quality': 0.44999999999999996, 'volume_confirmation': 0.0, 'temporal_validity': 0.8, 'market_context': 0.7}",2025-08-01
KGC,True,True,False,0.435,Low,"{'technical_quality': np.float64(0.343997611517944), 'volume_confirmation': np.float64(0.12422244919324302), 'temporal_validity': 1.0, 'market_context': 0.6}",False,0.52,Low,"{'technical_quality': 0.35, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.6}",2025-08-01
NEXT,True,True,True,0.716,Medium,"{'technical_quality': np.float64(0.7066435632259915), 'volume_confirmation': np.float64(0.510473746145386), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",False,0.5,Low,"{'technical_quality': 0.35, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 0.7999999999999999}",2025-08-01
SMCI,True,True,False,0.494,Low,"{'technical_quality': np.float64(0.28088464788960343), 'volume_confirmation': np.float64(0.2717305681400553), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.72,Medium,"{'technical_quality': 0.4, 'volume_confirmation': 1.0, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01
FSS,True,True,False,0.489,Low,"{'technical_quality': np.float64(0.5688343984256312), 'volume_confirmation': np.float64(0.004116487484884125), 'temporal_validity': 0.7999999999999999, 'market_context': 1.0}",True,0.74,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01
FRHC,True,True,False,0.0,,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.8,High,"{'technical_quality': 0.8, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01
GTX,True,True,True,0.654,Medium,"{'technical_quality': np.float64(0.3941477687652948), 'volume_confirmation': np.float64(0.6558730515194036), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.62,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01
