symbol,market,close,market_cap,shares_outstanding,sector,industry,ema5,ema10,ema20,ema50,ema100,avg_volume_60d,avg_traded_value_60d,avg_traded_value_30d,avg_traded_value_10d,change_1d_pct,perf_1m_pct,perf_3m_pct,perf_6m_pct,atr_pct,adr_pct,relative_volume,distance_from_52w_low_pct,breakout_strength,date,preset,preset_label
MBLY,us,9.229999542236328,7773377536.0,244418126.0,Consumer Cyclical,Auto Parts,8.501469901992465,8.14372640410531,7.879553581325438,8.171096116318202,9.241331743080059,6522100.0,53141132.23019548,55506470.55934165,68683179.86478329,6.091951087249026,35.33723328320484,-5.816333034742449,-35.49965568426197,4.442037617604831,4.755378644716241,1.9244815505647366,42.65842104398156,5.5512722134384465,2026-04-24,us_breakout_strength,US Breakout Strength
NVDG,us,19.440000534057617,,,,,18.496577179829877,17.835792108164995,16.88481089987291,16.234621743249367,16.464508007617866,326935.0,5217640.802636677,4614664.757265515,6235584.725141525,8.30083402667312,44.71823938922812,15.508025087244492,5.543188412880751,4.554304581450448,4.7954054247371785,1.7030345441822,189.28573126492913,5.403981642856893,2026-04-24,us_breakout_strength,US Breakout Strength
KOPN,us,3.700000047683716,658687232.0,178023568.0,Technology,Electronic Components,3.340865887672185,3.1112231545754225,2.8481532664605975,2.593666081899471,2.52869664873517,3074735.0,7790711.43745919,10414314.898788532,15544076.479061443,4.815866222996479,91.70985224039039,29.3706357831788,1.0928951069668624,6.814672131883215,9.420157783429044,1.778200133857322,224.561411764263,5.242866174134331,2026-04-24,us_breakout_strength,US Breakout Strength
LGHL,us,1.059999942779541,537495.0,505059.0,Financial Services,Capital Markets,0.944876092783896,0.9141654084343338,0.927260807474691,1.3151980843029354,2.7552874281344515,246880.0,315735.81979542994,163713.93711374866,93510.39963543718,12.16930696322911,20.454539604916032,-29.80132784939019,-92.3076925738736,10.370619933966404,13.415605513233611,1.5651307596513075,37.305689440813474,4.880189494706577,2026-04-24,us_breakout_strength,US Breakout Strength
INDI,us,3.660000085830689,771117376.0,210687816.0,Technology,Semiconductors,3.4599375042234164,3.329748136772098,3.19658431672454,3.227621537559212,3.4539341620075734,4749591.666666667,14639347.414647209,12658763.41987345,14884434.069022339,6.705539784170722,12.96296527955867,-18.120799605814586,-31.588782222939994,6.25487870520214,7.098574080747137,3.1640106379879387,92.63158588198095,4.658376047610877,2026-04-24,us_breakout_strength,US Breakout Strength
TRT,us,16.520000457763672,144543664.0,8749616.0,Technology,Semiconductor Equipment & Materials,11.840030861463074,9.768803315486489,8.22934445357628,6.870611094171259,6.117210753448661,721523.3333333334,9558164.70698542,18808595.425140593,55611498.877937,19.883895340262757,170.37643366239257,153.37424089096584,365.35213182143264,10.290556285701554,12.016816476403378,3.8109671006566157,545.3125323052525,4.404637753100203,2026-04-24,us_breakout_strength,US Breakout Strength
GSM,us,4.53000020980835,846478144.0,186860517.0,Basic Materials,Other Industrial Metals & Mining,4.47692920173479,4.436988452230543,4.390564239488066,4.48230258033087,4.552406443856367,1279720.0,5938481.631615956,5047373.380727237,4078153.008333842,6.088998361667919,5.841121208991584,-12.379107486287932,-7.551017925670822,4.556922060947546,4.711187581469639,1.9319842960364197,49.013166666196085,4.395475635457724,2026-04-24,us_breakout_strength,US Breakout Strength
OUST,us,28.21999931335449,1772328576.0,62803991.0,Technology,Electronic Components,26.992373545876514,25.588219938212113,23.777103354325746,22.353835334009315,22.591780037934363,1950868.3333333333,41998370.93199201,42268271.412493385,61547728.85815303,6.853462614161043,46.14189587693638,13.607081884073423,-3.88283812431236,6.858105163504943,7.568268996563511,1.501601033649795,300.283667374099,3.92797160865283,2026-04-24,us_breakout_strength,US Breakout Strength
PPSI,us,3.190000057220459,35397088.0,11096266.0,Industrials,Electrical Equipment & Parts,2.9627715650314252,2.8930965910129154,2.957686629936816,3.293361305119195,3.5912805144750166,108213.33333333333,370946.4471957419,346317.8563263681,397817.12302446354,6.688964784140694,-2.1472372223182323,-31.837603114765646,-25.986076576065763,7.7742942708753215,7.4465200408638115,2.1295552472066017,38.095243993038586,3.7000725738066134,2026-04-24,us_breakout_strength,US Breakout Strength
PRLD,us,4.699999809265137,295466752.0,43765011.0,Healthcare,Biotechnology,4.534335944396238,4.454296244996544,4.196138056825829,3.5776595926344106,2.9696099093970068,343668.3333333333,1180770.590973629,1446684.6564473046,2725953.8034574194,6.8181751680769676,45.06172208120287,132.67326008138807,197.46833427883402,14.176291748290609,13.158219708582141,2.0417945690672963,543.835573488116,3.097423154080264,2026-04-24,us_breakout_strength,US Breakout Strength
PDFS,us,46.4900016784668,1854519040.0,39890709.0,Technology,Software - Application,44.404333864750214,42.79592882900459,40.2472414865988,36.58470877176647,33.612032034686834,365365.0,12972968.460329903,15575939.816292657,22685074.75757599,5.9963543810223285,35.06683367697381,37.4224036718517,69.85750914492455,4.483297146479249,4.845167198495755,3.0105317236064733,167.95389427264445,2.6550067292980684,2026-04-24,us_breakout_strength,US Breakout Strength
AVAL,us,4.619999885559082,5484742656.0,378293132.0,Financial Services,Banks - Regional,4.58397622325845,4.590940472584068,4.519739168026657,4.3993671005164225,4.264944366920787,180955.0,779130.8160785834,681768.4402333366,1019622.966705958,5.72082394844311,10.26252559585581,-1.2820501064172207,19.37984553432748,4.9412502399298965,4.556913960164327,2.0682783882783884,77.01149698281733,1.8488887005108214,2026-04-24,us_breakout_strength,US Breakout Strength
CWH,us,7.480000019073486,475128000.0,63519784.0,Consumer Cyclical,Auto & Truck Dealerships,7.255436679611045,7.206490391463166,7.17535694087114,8.01585467217828,9.552086200299009,3369286.6666666665,28236675.935404036,22921291.28970464,29838226.41533534,8.40579587956034,7.163323762660512,-48.019459064541614,-53.855641939927814,7.3644006401456865,6.655935618573684,2.255701381263623,31.228074901248704,0.8175412717312902,2026-04-24,us_breakout_strength,US Breakout Strength
ENVB,us,5.039999961853027,10007096.0,1985535.0,Healthcare,Biotechnology,3.9449560672910646,3.321832178284255,2.7987249809696646,2.656584204821735,3.3846128011075374,4054958.3333333335,16894890.312324762,32161622.529007062,96363748.80654016,25.37313397427998,170.96773780057964,19.148934731138812,-37.03148245365493,17.0946698620343,16.41048931207024,3.766453174303032,380.0000181652259,-11.413034339393704,2026-04-24,us_breakout_strength,US Breakout Strength
